player_defactions_stats_id,player_id,team_id,league_id,season_id,player_Tackles,player_Tackles_Att 3rd,player_Tackles_Def 3rd,player_Tackles_Mid 3rd,player_Tackles_TklW,player_Cha_Tkl_,player_Cha_Att,player_Cha_Tkl%_new,player_Cha_Lost,player_Blocks,player_Blocks_Clr,player_Blocks_Err,player_Blocks_Int,player_Blocks_Pass,player_Blocks_Sh,player_Blocks_Tkl+Int
34,470,BL_LEI_14,BL_1,1,31,3,10,18,19,13,24,0.5416666666666666,11,22,40,0,30,21,1,61
35,470,BL_LEI_14,BL_1,1,31,3,10,18,19,13,24,0.5416666666666666,11,22,40,0,30,21,1,61
36,1865,SA_SPZ_18,SA_1,1,6,1,1,4,4,2,7,0.2857142857142857,5,4,4,0,4,3,1,10
37,10,PL_SHE_23,PL_1,1,1,0,1,0,1,1,1,1,0,0,22,6,2,0,0,3
38,1569,PL_SHE_23,PL_1,1,57,2,31,24,36,20,46,0.43478260869565216,26,40,87,3,49,21,19,106
39,1569,PL_SHE_23,PL_1,1,57,2,31,24,36,20,46,0.43478260869565216,26,40,87,3,49,21,19,106
40,1666,BL_BRE_18,BL_1,1,20,1,10,9,9,10,18,0.5555555555555556,8,14,18,0,12,11,3,32
41,1666,BL_BRE_18,BL_1,1,20,1,10,9,9,10,18,0.5555555555555556,8,14,18,0,12,11,3,32
42,1666,BL_BRE_18,BL_1,1,20,1,10,9,9,10,18,0.5555555555555556,8,14,18,0,12,11,3,32
43,1765,SA_LAZ_11,SA_1,1,51,4,34,13,32,18,40,0.45,22,24,121,2,76,9,15,127
44,68,SA_LAZ_11,SA_1,1,38,1,22,15,22,20,40,0.5,20,38,54,0,40,32,6,78
45,1361,SA_LAZ_11,SA_1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1
46,84,BL_WOL_19,BL_1,1,17,4,6,7,9,6,16,0.375,10,7,1,0,5,7,0,22
47,84,BL_WOL_19,BL_1,1,17,4,6,7,9,6,16,0.375,10,7,1,0,5,7,0,22
48,11,SA_JUV_10,SA_1,1,22,1,8,13,14,8,25,0.32,17,13,8,2,7,11,2,29
49,11,SA_JUV_10,SA_1,1,22,1,8,13,14,8,25,0.32,17,13,8,2,7,11,2,29
50,108,SA_JUV_10,SA_1,1,72,7,24,41,42,28,60,0.4666666666666667,32,32,29,1,43,21,11,115
51,937,PL_SOU_17,PL_1,1,25,6,4,15,16,6,17,0.35294117647058826,11,20,19,1,4,18,2,29
52,13,PL_MUN_14,PL_1,1,88,6,53,29,54,32,45,0.7111111111111111,13,65,84,2,62,48,17,150
53,760,LL_CAD_6,LL_1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
54,868,LL_CAD_6,LL_1,1,18,0,14,4,14,10,18,0.5555555555555556,8,16,33,0,19,13,3,37
55,394,SA_PAM_14,SA_1,1,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0
56,816,SA_PAM_14,SA_1,1,13,0,10,3,10,7,9,0.7777777777777778,2,17,81,0,26,5,12,39
57,18,LL_ALA_1,LL_1,1,2,0,1,1,2,0,1,0,1,0,0,0,1,0,0,3
58,101,LL_ALA_1,LL_1,1,1,0,0,1,1,0,2,0,2,1,2,0,2,1,0,3
59,92,PL_LIV_12,PL_1,1,0,0,0,0,0,0,0,NaN,0,0,3,1,0,0,0,0
60,304,PL_LIV_12,PL_1,1,3,0,3,0,2,3,4,0.75,1,0,26,7,2,0,0,5
61,863,LL_BAR_4,LL_1,1,1,0,1,0,0,0,0,NaN,0,0,0,0,0,0,0,1
62,863,LL_BAR_4,LL_1,1,1,0,1,0,0,0,0,NaN,0,0,0,0,0,0,0,1
63,27,L1_PSG_16,L1_1,1,16,2,9,5,11,8,13,0.6153846153846154,5,15,36,0,25,7,8,41
64,27,L1_PSG_16,L1_1,1,16,2,9,5,11,8,13,0.6153846153846154,5,15,36,0,25,7,8,41
65,371,LL_EIB_8,LL_1,1,45,3,31,11,26,27,54,0.5,27,36,73,1,69,25,11,114
66,29,L1_NAN_13,L1_1,1,18,3,7,8,3,11,18,0.6111111111111112,7,10,4,1,7,10,0,25
67,39,L1_NAN_13,L1_1,1,2,0,2,0,1,1,1,1,0,1,1,0,0,1,0,2
68,40,L1_NAN_13,L1_1,1,28,2,10,16,12,14,31,0.45161290322580644,17,17,19,0,22,15,2,50
69,1285,L1_NAN_13,L1_1,1,55,7,33,15,34,32,59,0.5423728813559322,27,23,44,0,25,17,6,80
70,1285,L1_NAN_13,L1_1,1,55,7,33,15,34,32,59,0.5423728813559322,27,23,44,0,25,17,6,80
71,32,LL_GET_10,LL_1,1,2,0,0,2,0,0,0,NaN,0,2,0,0,0,2,0,2
72,863,LL_GET_10,LL_1,1,15,3,3,9,10,7,25,0.28,18,14,2,0,2,13,1,17
73,863,LL_GET_10,LL_1,1,15,3,3,9,10,7,25,0.28,18,14,2,0,2,13,1,17
74,1497,LL_GET_10,LL_1,1,0,0,0,0,0,0,1,0,1,1,1,0,2,1,0,2
75,34,L1_ANG_1,L1_1,1,27,1,19,7,17,19,28,0.6785714285714286,9,7,34,0,19,6,1,46
76,34,L1_ANG_1,L1_1,1,27,1,19,7,17,19,28,0.6785714285714286,9,7,34,0,19,6,1,46
77,35,PL_EVE_8,PL_1,1,52,8,25,19,32,14,43,0.32558139534883723,29,24,31,1,39,17,7,91
78,35,PL_EVE_8,PL_1,1,52,8,25,19,32,14,43,0.32558139534883723,29,24,31,1,39,17,7,91
79,307,PL_EVE_8,PL_1,1,80,4,39,37,45,28,95,0.29473684210526313,67,31,25,1,19,19,12,99
80,100,LL_OSA_14,LL_1,1,3,2,0,1,3,1,5,0.2,4,3,3,0,0,3,0,3
81,1584,LL_OSA_14,LL_1,1,6,2,3,1,2,2,4,0.5,2,1,0,0,1,1,0,7
82,1584,LL_OSA_14,LL_1,1,6,2,3,1,2,2,4,0.5,2,1,0,0,1,1,0,7
83,85,LL_RSC_16,LL_1,1,9,3,0,6,8,3,8,0.375,5,7,4,0,3,5,2,12
84,85,LL_RSC_16,LL_1,1,9,3,0,6,8,3,8,0.375,5,7,4,0,3,5,2,12
85,85,LL_RSC_16,LL_1,1,9,3,0,6,8,3,8,0.375,5,7,4,0,3,5,2,12
86,557,LL_RSC_16,LL_1,1,1,0,0,1,1,1,2,0.5,1,0,0,0,0,0,0,1
87,46,L1_STR_20,L1_1,1,1,0,1,0,1,1,6,0.16666666666666666,5,0,2,0,2,0,0,3
88,111,L1_STR_20,L1_1,1,36,12,8,16,17,12,58,0.20689655172413793,46,44,2,0,22,39,5,58
89,111,L1_STR_20,L1_1,1,36,12,8,16,17,12,58,0.20689655172413793,46,44,2,0,22,39,5,58
90,56,PL_FUL_9,PL_1,1,2,0,1,1,2,0,5,0,5,6,0,0,1,6,0,3
91,81,PL_FUL_9,PL_1,1,35,8,18,9,11,13,44,0.29545454545454547,31,31,9,0,20,30,1,55
92,81,PL_FUL_9,PL_1,1,35,8,18,9,11,13,44,0.29545454545454547,31,31,9,0,20,30,1,55
93,317,PL_FUL_9,PL_1,1,1,0,1,0,0,1,5,0.2,4,0,13,3,1,0,0,2
