player_passing_stats_id,player_id,team_id,league_id,season_id,player_total_passes_Cmp,player_total_passes_Att,player_total_passes_Cmp%_new,player_total_passes_PrgDist,player_total_passes_TotDist,player_short_passes_Cmp,player_short_passes_Att,player_short_passes_Cmp%_new,player_medium_passes_Cmp,player_medium_passes_Att,player_medium_passes_Cmp%_new,player_long_passes_Cmp,player_long_passes_Att,player_long_passes_Cmp%_new,player_passes_CrsPA,player_passes_into_finalthird,player_passes_KP,player_passes_PPA,player_passes_PrgP
6637,2759,LL_RMA_15,LL_1,2,4,5,0.8,0,49,3,3,1,1,1,1,0,0,NaN,0,0,0,0,0
6638,2762,BL_BVB_4,BL_1,2,1256,1517,0.8279499011206328,4875,19850,650,723,0.9,437,504,0.87,102,156,0.65,3,104,38,37,144
6639,2763,LL_BIL_2,LL_1,2,62,82,0.7560975609756098,1232,1721,11,11,1,34,34,1,17,37,0.46,0,1,0,0,0
6640,2764,LL_RSC_16,LL_1,2,44,55,0.8,83,477,35,41,0.85,6,8,0.75,1,1,1,0,0,1,1,4
6641,2765,LL_SEV_17,LL_1,2,1894,2153,0.8797027403622851,12876,34950,758,821,0.92,887,955,0.93,218,319,0.68,5,121,17,13,168
6642,2768,BL_LEV_12,BL_1,2,62,70,0.8857142857142857,188,1087,27,29,0.93,26,28,0.93,6,8,0.75,0,4,0,0,3
6643,2768,BL_LEV_12,BL_1,2,62,70,0.8857142857142857,188,1087,27,29,0.93,26,28,0.93,6,8,0.75,0,4,0,0,3
6644,2769,BL_BVB_4,BL_1,2,1022,1324,0.7719033232628398,4255,15110,564,655,0.86,312,379,0.82,74,155,0.48,6,72,44,40,126
6645,2769,BL_BVB_4,BL_1,2,1022,1324,0.7719033232628398,4255,15110,564,655,0.86,312,379,0.82,74,155,0.48,6,72,44,40,126
6646,2769,BL_BVB_4,BL_1,2,1022,1324,0.7719033232628398,4255,15110,564,655,0.86,312,379,0.82,74,155,0.48,6,72,44,40,126
6647,2770,SA_SAP_16,SA_1,2,206,258,0.7984496124031008,1629,4377,61,71,0.86,111,121,0.92,33,60,0.55,0,13,0,0,21
6648,2770,BL_KÖL_11,BL_1,2,124,158,0.7848101265822784,857,2552,37,46,0.8,69,79,0.87,17,29,0.59,0,6,0,1,6
6649,2772,L1_PSG_16,L1_1,2,275,306,0.8986928104575164,769,4059,157,168,0.93,91,98,0.93,15,20,0.75,1,22,9,7,33
6650,2772,L1_PSG_16,L1_1,2,275,306,0.8986928104575164,769,4059,157,168,0.93,91,98,0.93,15,20,0.75,1,22,9,7,33
6651,2773,BL_HER_8,BL_1,2,20,32,0.625,68,268,13,20,0.65,5,6,0.83,1,3,0.33,0,1,0,0,1
6652,2773,BL_HER_8,BL_1,2,20,32,0.625,68,268,13,20,0.65,5,6,0.83,1,3,0.33,0,1,0,0,1
6653,2774,BL_FÜR_21,BL_1,2,322,433,0.74364896073903,1365,5029,177,197,0.9,110,133,0.83,23,72,0.32,3,31,10,9,44
6654,2777,SA_SAL_22,SA_1,2,1,1,1,8,9,1,1,1,0,0,NaN,0,0,NaN,0,1,0,0,0
6655,2780,L1_LYO_8,L1_1,2,149,174,0.8563218390804598,2336,3354,41,41,1,81,81,1,27,52,0.52,0,1,0,0,0
6656,2781,BL_UNI_17,BL_1,2,482,650,0.7415384615384616,2877,8233,242,286,0.85,181,226,0.8,47,91,0.52,13,37,18,22,50
6657,2781,BL_UNI_17,BL_1,2,482,650,0.7415384615384616,2877,8233,242,286,0.85,181,226,0.8,47,91,0.52,13,37,18,22,50
6658,2784,L1_BRE_3,L1_1,2,197,275,0.7163636363636363,1269,3563,104,123,0.85,60,85,0.71,29,50,0.58,9,11,13,12,22
6659,2784,L1_BRE_3,L1_1,2,197,275,0.7163636363636363,1269,3563,104,123,0.85,60,85,0.71,29,50,0.58,9,11,13,12,22
6660,2785,L1_LOR_7,L1_1,2,1223,1454,0.8411279229711142,11254,27396,303,335,0.9,651,708,0.92,254,362,0.7,0,81,5,8,82
6661,2793,L1_PSG_16,L1_1,2,192,215,0.8930232558139535,740,3250,92,102,0.9,76,80,0.95,17,20,0.85,0,21,1,1,21
6662,2793,L1_PSG_16,L1_1,2,192,215,0.8930232558139535,740,3250,92,102,0.9,76,80,0.95,17,20,0.85,0,21,1,1,21
6663,2793,L1_PSG_16,L1_1,2,192,215,0.8930232558139535,740,3250,92,102,0.9,76,80,0.95,17,20,0.85,0,21,1,1,21
6664,2793,L1_PSG_16,L1_1,2,192,215,0.8930232558139535,740,3250,92,102,0.9,76,80,0.95,17,20,0.85,0,21,1,1,21
6665,2793,L1_PSG_16,L1_1,2,192,215,0.8930232558139535,740,3250,92,102,0.9,76,80,0.95,17,20,0.85,0,21,1,1,21
6666,2794,PL_LEE_24,PL_1,2,768,952,0.8067226890756303,4281,12029,417,475,0.88,299,362,0.83,38,71,0.54,6,70,22,16,111
6667,2794,PL_LEE_24,PL_1,2,768,952,0.8067226890756303,4281,12029,417,475,0.88,299,362,0.83,38,71,0.54,6,70,22,16,111
6668,2795,SA_MIL_12,SA_1,2,364,544,0.6691176470588235,1431,5269,217,276,0.79,113,177,0.64,20,53,0.38,4,27,21,22,45
6669,2795,SA_MIL_12,SA_1,2,364,544,0.6691176470588235,1431,5269,217,276,0.79,113,177,0.64,20,53,0.38,4,27,21,22,45
6670,2795,SA_MIL_12,SA_1,2,364,544,0.6691176470588235,1431,5269,217,276,0.79,113,177,0.64,20,53,0.38,4,27,21,22,45
6671,2795,SA_MIL_12,SA_1,2,364,544,0.6691176470588235,1431,5269,217,276,0.79,113,177,0.64,20,53,0.38,4,27,21,22,45
6672,2796,L1_BOR_2,L1_1,2,44,54,0.8148148148148148,233,807,11,15,0.73,30,31,0.97,2,5,0.4,0,2,0,0,4
6673,2796,L1_BOR_2,L1_1,2,44,54,0.8148148148148148,233,807,11,15,0.73,30,31,0.97,2,5,0.4,0,2,0,0,4
6674,2796,L1_BOR_2,L1_1,2,44,54,0.8148148148148148,233,807,11,15,0.73,30,31,0.97,2,5,0.4,0,2,0,0,4
6675,2798,L1_MOP_12,L1_1,2,551,725,0.76,3407,8760,300,353,0.85,174,228,0.76,50,101,0.5,6,46,11,12,52
6676,2798,L1_MOP_12,L1_1,2,551,725,0.76,3407,8760,300,353,0.85,174,228,0.76,50,101,0.5,6,46,11,12,52
6677,2798,L1_MOP_12,L1_1,2,551,725,0.76,3407,8760,300,353,0.85,174,228,0.76,50,101,0.5,6,46,11,12,52
6678,2801,PL_WAT_26,PL_1,2,485,713,0.6802244039270687,2545,7757,244,322,0.76,176,247,0.71,39,76,0.51,4,41,10,7,60
6679,2801,PL_WAT_26,PL_1,2,485,713,0.6802244039270687,2545,7757,244,322,0.76,176,247,0.71,39,76,0.51,4,41,10,7,60
6680,2802,BL_HER_8,BL_1,2,165,241,0.6846473029045643,520,2197,96,119,0.81,45,67,0.67,7,16,0.44,0,12,8,4,24
6681,2802,BL_HER_8,BL_1,2,165,241,0.6846473029045643,520,2197,96,119,0.81,45,67,0.67,7,16,0.44,0,12,8,4,24
6682,2805,BL_HOF_9,BL_1,2,22,27,0.8148148148148148,120,417,10,12,0.83,10,11,0.91,2,2,1,0,2,0,0,2
6683,2808,BL_FÜR_21,BL_1,2,144,180,0.8,1097,3010,32,38,0.84,92,98,0.94,18,40,0.45,0,7,1,0,5
6684,2809,L1_NIC_14,L1_1,2,423,665,0.6360902255639098,2149,7267,222,278,0.8,129,194,0.66,56,142,0.39,12,27,35,24,56
6685,2809,L1_NIC_14,L1_1,2,423,665,0.6360902255639098,2149,7267,222,278,0.8,129,194,0.66,56,142,0.39,12,27,35,24,56
6686,2809,L1_NIC_14,L1_1,2,423,665,0.6360902255639098,2149,7267,222,278,0.8,129,194,0.66,56,142,0.39,12,27,35,24,56
6687,2814,PL_BRI_5,PL_1,2,1,1,1,0,25,0,0,NaN,1,1,1,0,0,NaN,0,0,0,0,0
6688,2814,BL_BOC_20,BL_1,2,93,123,0.7560975609756098,322,1493,49,60,0.82,32,39,0.82,9,13,0.69,0,9,8,2,16
6689,2814,PL_BRI_5,PL_1,2,1,1,1,0,25,0,0,NaN,1,1,1,0,0,NaN,0,0,0,0,0
6690,2814,BL_BOC_20,BL_1,2,93,123,0.7560975609756098,322,1493,49,60,0.82,32,39,0.82,9,13,0.69,0,9,8,2,16
6691,2815,SA_SAS_17,SA_1,2,790,871,0.9070034443168772,6145,15101,297,314,0.95,386,408,0.95,98,130,0.75,0,61,2,3,68
6692,2817,SA_BOL_3,SA_1,2,15,21,0.7142857142857143,58,213,8,11,0.73,5,7,0.71,1,2,0.5,0,1,0,0,2
6693,2817,SA_BOL_3,SA_1,2,15,21,0.7142857142857143,58,213,8,11,0.73,5,7,0.71,1,2,0.5,0,1,0,0,2
6694,2817,SA_BOL_3,SA_1,2,15,21,0.7142857142857143,58,213,8,11,0.73,5,7,0.71,1,2,0.5,0,1,0,0,2
6695,2819,PL_CHE_6,PL_1,2,537,669,0.8026905829596412,1194,6322,360,408,0.88,111,143,0.78,12,16,0.75,1,34,21,19,62
6696,2819,PL_CHE_6,PL_1,2,537,669,0.8026905829596412,1194,6322,360,408,0.88,111,143,0.78,12,16,0.75,1,34,21,19,62
6697,2820,PL_LIV_12,PL_1,2,4,4,1,0,35,1,1,1,1,1,1,0,0,NaN,0,0,0,0,0
6698,2823,SA_JUV_10,SA_1,2,29,39,0.7435897435897436,58,423,13,15,0.87,9,14,0.64,3,3,1,0,1,2,0,1
6699,2823,SA_JUV_10,SA_1,2,29,39,0.7435897435897436,58,423,13,15,0.87,9,14,0.64,3,3,1,0,1,2,0,1
6700,2825,L1_REI_17,L1_1,2,19,23,0.8260869565217391,43,260,10,11,0.91,4,5,0.8,2,3,0.67,0,1,2,1,1
6701,2825,L1_REI_17,L1_1,2,19,23,0.8260869565217391,43,260,10,11,0.91,4,5,0.8,2,3,0.67,0,1,2,1,1
6702,2826,SA_NAP_13,SA_1,2,1429,1652,0.8650121065375302,11180,25051,630,688,0.92,634,683,0.93,131,219,0.6,0,91,11,6,80
6703,2827,L1_NAN_13,L1_1,2,111,191,0.581151832460733,281,1267,66,102,0.65,23,50,0.46,3,4,0.75,0,4,9,5,13
6704,2828,PL_LEE_24,PL_1,2,786,971,0.8094747682801235,4563,15278,284,320,0.89,396,440,0.9,98,170,0.58,2,79,9,12,93
6705,2829,L1_REN_18,L1_1,2,266,350,0.76,993,4559,123,148,0.83,89,107,0.83,36,54,0.67,6,13,21,22,42
6706,2829,L1_REN_18,L1_1,2,266,350,0.76,993,4559,123,148,0.83,89,107,0.83,36,54,0.67,6,13,21,22,42
6707,2836,L1_REI_17,L1_1,2,131,166,0.7891566265060241,689,2264,68,76,0.89,45,56,0.8,14,22,0.64,1,19,6,2,23
6708,2836,L1_REI_17,L1_1,2,131,166,0.7891566265060241,689,2264,68,76,0.89,45,56,0.8,14,22,0.64,1,19,6,2,23
6709,2842,L1_TRO_22,L1_1,2,102,148,0.6891891891891891,670,1716,53,64,0.83,41,55,0.75,7,22,0.32,0,2,0,0,6
6710,2843,BL_LEV_12,BL_1,2,200,268,0.746268656716418,874,3116,109,122,0.89,63,87,0.72,20,38,0.53,5,16,9,8,17
6711,2844,LL_RMA_15,LL_1,2,1043,1245,0.8377510040160643,3030,13822,670,739,0.91,249,290,0.86,56,76,0.74,1,76,62,82,177
6712,2845,BL_MAI_13,BL_1,2,333,567,0.5873015873015873,1305,4743,189,272,0.69,98,152,0.64,22,44,0.5,7,24,40,26,51
6713,2845,BL_MAI_13,BL_1,2,333,567,0.5873015873015873,1305,4743,189,272,0.69,98,152,0.64,22,44,0.5,7,24,40,26,51
6714,2845,BL_MAI_13,BL_1,2,333,567,0.5873015873015873,1305,4743,189,272,0.69,98,152,0.64,22,44,0.5,7,24,40,26,51
6715,2846,LL_SEV_17,LL_1,2,693,777,0.8918918918918919,3731,11834,294,316,0.93,349,376,0.93,39,62,0.63,1,33,5,5,30
6716,2848,PL_NEW_15,PL_1,2,155,250,0.62,4923,6276,13,13,1,42,43,0.98,99,191,0.52,0,10,0,0,0
6717,2851,L1_LYO_8,L1_1,2,732,941,0.7778958554729012,2068,10885,413,482,0.86,246,305,0.81,40,69,0.58,13,27,39,38,55
6718,2851,L1_LYO_8,L1_1,2,732,941,0.7778958554729012,2068,10885,413,482,0.86,246,305,0.81,40,69,0.58,13,27,39,38,55
6719,2856,L1_STR_20,L1_1,2,294,377,0.7798408488063661,1891,4658,156,171,0.91,123,159,0.77,12,31,0.39,3,19,2,10,39
6720,2856,L1_STR_20,L1_1,2,294,377,0.7798408488063661,1891,4658,156,171,0.91,123,159,0.77,12,31,0.39,3,19,2,10,39
6721,2857,SA_TOR_19,SA_1,2,218,279,0.7813620071684588,760,3045,125,151,0.83,76,92,0.83,7,13,0.54,0,19,16,7,22
6722,2857,SA_TOR_19,SA_1,2,218,279,0.7813620071684588,760,3045,125,151,0.83,76,92,0.83,7,13,0.54,0,19,16,7,22
6723,2860,PL_LEI_11,PL_1,2,1,1,1,0,5,1,1,1,0,0,NaN,0,0,NaN,0,0,0,0,0
6724,2861,BL_HOF_9,BL_1,2,6,9,0.6666666666666666,46,93,4,6,0.67,1,1,1,1,1,1,0,1,0,0,1
6725,2862,L1_NIC_14,L1_1,2,172,243,0.7078189300411523,405,2142,112,146,0.77,35,54,0.65,7,9,0.78,3,7,15,9,16
6726,2862,L1_NIC_14,L1_1,2,172,243,0.7078189300411523,405,2142,112,146,0.77,35,54,0.65,7,9,0.78,3,7,15,9,16
6727,2863,PL_LEI_11,PL_1,2,945,1294,0.7302936630602782,17896,26527,149,150,0.99,462,474,0.97,329,660,0.5,0,8,1,1,2
6728,2867,PL_MCI_13,PL_1,2,2,2,1,0,21,2,2,1,0,0,NaN,0,0,NaN,0,0,0,0,0
6729,2873,BL_GLA_7,BL_1,2,17,25,0.68,21,265,11,14,0.79,4,5,0.8,1,2,0.5,0,2,0,0,0
6730,2875,LL_ESP_21,LL_1,2,761,886,0.8589164785553047,3403,12983,351,387,0.91,308,343,0.9,72,94,0.77,1,81,8,6,67
6731,2876,PL_AST_2,PL_1,2,3,3,1,24,44,1,1,1,2,2,1,0,0,NaN,0,0,0,0,0
6732,2876,PL_AST_2,PL_1,2,3,3,1,24,44,1,1,1,2,2,1,0,0,NaN,0,0,0,0,0
6733,2877,SA_CAL_4,SA_1,2,187,260,0.7192307692307692,464,2522,106,128,0.83,51,74,0.69,10,13,0.77,0,14,10,6,22
6734,2878,BL_UNI_17,BL_1,2,16,27,0.5925925925925926,81,290,7,13,0.54,6,7,0.86,2,2,1,1,2,1,1,2
6735,2878,BL_UNI_17,BL_1,2,16,27,0.5925925925925926,81,290,7,13,0.54,6,7,0.86,2,2,1,1,2,1,1,2
6736,2881,PL_LEI_11,PL_1,2,276,361,0.7645429362880887,768,3603,170,195,0.87,66,85,0.78,12,24,0.5,1,22,17,13,37
6737,2881,PL_LEI_11,PL_1,2,276,361,0.7645429362880887,768,3603,170,195,0.87,66,85,0.78,12,24,0.5,1,22,17,13,37
6738,2883,SA_SPZ_18,SA_1,2,887,1133,0.7828773168578994,5926,13080,525,593,0.89,286,367,0.78,53,97,0.55,2,53,12,7,64
6739,2884,SA_GEO_7,SA_1,2,113,178,0.6348314606741573,441,1392,74,100,0.74,24,39,0.62,4,8,0.5,2,7,13,5,11
6740,2884,SA_GEO_7,SA_1,2,113,178,0.6348314606741573,441,1392,74,100,0.74,24,39,0.62,4,8,0.5,2,7,13,5,11
6741,2887,PL_WAT_26,PL_1,2,140,224,0.625,758,2280,84,108,0.78,35,53,0.66,15,39,0.38,2,7,12,3,8
6742,2891,PL_CHE_6,PL_1,2,36,50,0.72,139,565,18,24,0.75,15,18,0.83,2,5,0.4,0,2,2,4,5
6743,2891,PL_CHE_6,PL_1,2,36,50,0.72,139,565,18,24,0.75,15,18,0.83,2,5,0.4,0,2,2,4,5
6744,2891,PL_CHE_6,PL_1,2,36,50,0.72,139,565,18,24,0.75,15,18,0.83,2,5,0.4,0,2,2,4,5
6745,2891,PL_CHE_6,PL_1,2,36,50,0.72,139,565,18,24,0.75,15,18,0.83,2,5,0.4,0,2,2,4,5
6746,2895,PL_NOR_25,PL_1,2,786,1090,0.7211009174311926,4130,13086,390,488,0.8,301,386,0.78,71,143,0.5,0,73,10,21,99
6747,2898,PL_CHE_6,PL_1,2,115,138,0.8333333333333334,1340,2398,36,36,1,55,55,1,21,44,0.48,0,1,0,0,0
6748,2899,BL_LEV_12,BL_1,2,1070,1413,0.7572540693559802,7644,20782,444,510,0.87,391,477,0.82,187,322,0.58,2,128,46,28,142
6749,2901,BL_FRE_6,BL_1,2,100,120,0.8333333333333334,764,2071,29,34,0.85,55,63,0.87,14,19,0.74,0,6,1,1,5
6750,2901,BL_FRE_6,BL_1,2,100,120,0.8333333333333334,764,2071,29,34,0.85,55,63,0.87,14,19,0.74,0,6,1,1,5
6751,2902,SA_SPZ_18,SA_1,2,280,389,0.7197943444730077,1163,3788,165,211,0.78,90,108,0.83,7,20,0.35,1,33,10,11,46
6752,2902,SA_SPZ_18,SA_1,2,280,389,0.7197943444730077,1163,3788,165,211,0.78,90,108,0.83,7,20,0.35,1,33,10,11,46
6753,2903,BL_HOF_9,BL_1,2,691,917,0.7535441657579062,4667,11479,332,384,0.86,289,358,0.81,52,111,0.47,2,57,11,11,87
6754,2903,BL_HOF_9,BL_1,2,691,917,0.7535441657579062,4667,11479,332,384,0.86,289,358,0.81,52,111,0.47,2,57,11,11,87
6755,2904,BL_UNI_17,BL_1,2,125,195,0.6410256410256411,373,1631,81,111,0.73,35,53,0.66,4,9,0.44,0,13,8,4,16
6756,2905,SA_BOL_3,SA_1,2,564,696,0.8103448275862069,4146,10846,221,242,0.91,263,299,0.88,73,137,0.53,0,40,4,2,51
6757,2907,L1_LEN_5,L1_1,2,1615,1875,0.8613333333333333,12726,31405,528,598,0.88,908,989,0.92,163,252,0.65,0,58,10,2,91
6758,2908,PL_MCI_13,PL_1,2,1170,1568,0.7461734693877551,5365,19948,581,663,0.88,434,558,0.78,122,249,0.49,10,143,87,65,204
6759,2908,PL_MCI_13,PL_1,2,1170,1568,0.7461734693877551,5365,19948,581,663,0.88,434,558,0.78,122,249,0.49,10,143,87,65,204
6760,2910,L1_STR_20,L1_1,2,628,802,0.7830423940149626,1157,7763,403,468,0.86,154,192,0.8,20,35,0.57,1,20,28,23,62
6761,2910,L1_STR_20,L1_1,2,628,802,0.7830423940149626,1157,7763,403,468,0.86,154,192,0.8,20,35,0.57,1,20,28,23,62
6762,2911,BL_LEI_14,BL_1,2,1372,1508,0.9098143236074271,5448,21256,683,718,0.95,557,601,0.93,70,97,0.72,1,109,16,17,147
6763,2913,SA_HEL_8,SA_1,2,179,273,0.6556776556776557,657,2677,103,132,0.78,45,70,0.64,15,22,0.68,2,10,15,13,28
6764,2913,SA_HEL_8,SA_1,2,179,273,0.6556776556776557,657,2677,103,132,0.78,45,70,0.64,15,22,0.68,2,10,15,13,28
6765,2913,SA_HEL_8,SA_1,2,179,273,0.6556776556776557,657,2677,103,132,0.78,45,70,0.64,15,22,0.68,2,10,15,13,28
6766,2914,PL_BUR_21,PL_1,2,79,102,0.7745098039215687,601,1696,19,22,0.86,46,54,0.85,14,21,0.67,0,2,0,0,4
6767,2915,SA_NAP_13,SA_1,2,110,156,0.7051282051282052,723,1710,61,74,0.82,40,52,0.77,8,19,0.42,1,7,2,3,11
6768,2915,SA_NAP_13,SA_1,2,110,156,0.7051282051282052,723,1710,61,74,0.82,40,52,0.77,8,19,0.42,1,7,2,3,11
6769,2915,SA_NAP_13,SA_1,2,110,156,0.7051282051282052,723,1710,61,74,0.82,40,52,0.77,8,19,0.42,1,7,2,3,11
6770,2917,BL_WOL_19,BL_1,2,599,883,0.6783691959229898,4657,11209,236,288,0.82,291,386,0.75,66,148,0.45,8,45,21,18,69
6771,2917,BL_WOL_19,BL_1,2,599,883,0.6783691959229898,4657,11209,236,288,0.82,291,386,0.75,66,148,0.45,8,45,21,18,69
6772,2920,BL_UNI_17,BL_1,2,145,187,0.7754010695187166,680,2268,62,78,0.79,61,70,0.87,10,19,0.53,1,14,3,5,25
6773,2922,L1_MET_10,L1_1,2,437,521,0.8387715930902111,2626,8115,168,197,0.85,205,231,0.89,53,73,0.73,0,52,11,1,63
6774,2923,BL_WOL_19,BL_1,2,6,8,0.75,7,67,5,6,0.83,1,1,1,0,1,0,0,0,0,0,0
6775,2923,BL_WOL_19,BL_1,2,6,8,0.75,7,67,5,6,0.83,1,1,1,0,1,0,0,0,0,0,0
6776,2923,BL_WOL_19,BL_1,2,6,8,0.75,7,67,5,6,0.83,1,1,1,0,1,0,0,0,0,0,0
6777,2925,LL_RAY_23,LL_1,2,162,229,0.7074235807860262,1025,2424,89,105,0.85,57,78,0.73,9,25,0.36,1,13,3,2,16
6778,2925,LL_RAY_23,LL_1,2,162,229,0.7074235807860262,1025,2424,89,105,0.85,57,78,0.73,9,25,0.36,1,13,3,2,16
6779,2927,BL_FRE_6,BL_1,2,102,187,0.5454545454545454,610,1320,71,110,0.65,21,43,0.49,4,15,0.27,3,9,7,5,16
6780,2927,BL_FRE_6,BL_1,2,102,187,0.5454545454545454,610,1320,71,110,0.65,21,43,0.49,4,15,0.27,3,9,7,5,16
6781,2927,BL_FRE_6,BL_1,2,102,187,0.5454545454545454,610,1320,71,110,0.65,21,43,0.49,4,15,0.27,3,9,7,5,16
6782,2930,BL_MAI_13,BL_1,2,244,329,0.7416413373860182,1612,4075,131,152,0.86,78,106,0.74,27,48,0.56,4,32,14,11,51
6783,2930,BL_MAI_13,BL_1,2,244,329,0.7416413373860182,1612,4075,131,152,0.86,78,106,0.74,27,48,0.56,4,32,14,11,51
6784,2931,SA_CAL_4,SA_1,2,297,368,0.8070652173913043,1706,5406,131,154,0.85,127,141,0.9,36,59,0.61,1,36,3,1,38
6785,2931,SA_CAL_4,SA_1,2,297,368,0.8070652173913043,1706,5406,131,154,0.85,127,141,0.9,36,59,0.61,1,36,3,1,38
6786,2932,BL_FRA_5,BL_1,2,823,1257,0.654733492442323,16348,22069,198,199,0.99,370,381,0.97,249,665,0.37,0,16,0,0,0
6787,2934,LL_CEL_7,LL_1,2,678,878,0.7722095671981777,3394,9832,382,423,0.9,218,296,0.74,42,85,0.49,6,31,10,11,44
6788,2934,LL_CEL_7,LL_1,2,678,878,0.7722095671981777,3394,9832,382,423,0.9,218,296,0.74,42,85,0.49,6,31,10,11,44
6789,2935,BL_HOF_9,BL_1,2,1920,2183,0.8795235913879982,15815,39174,589,632,0.93,1030,1105,0.93,285,408,0.7,1,140,7,14,150
6790,2936,L1_MON_11,L1_1,2,416,629,0.6613672496025437,2301,6679,208,267,0.78,140,207,0.68,43,74,0.58,6,57,34,28,102
6791,2936,L1_MON_11,L1_1,2,416,629,0.6613672496025437,2301,6679,208,267,0.78,140,207,0.68,43,74,0.58,6,57,34,28,102
6792,2939,BL_HER_8,BL_1,2,256,335,0.764179104477612,1269,4464,118,144,0.82,92,115,0.8,34,51,0.67,0,30,7,1,35
6793,2939,BL_HER_8,BL_1,2,256,335,0.764179104477612,1269,4464,118,144,0.82,92,115,0.8,34,51,0.67,0,30,7,1,35
6794,2941,L1_PSG_16,L1_1,2,501,547,0.9159049360146252,7312,10820,139,140,0.99,268,270,0.99,92,134,0.69,0,1,0,0,0
6795,2944,L1_NIC_14,L1_1,2,971,1134,0.8562610229276896,3847,16246,451,506,0.89,418,460,0.91,75,108,0.69,1,103,22,21,123
6796,2948,PL_NOR_25,PL_1,2,223,334,0.6676646706586826,1068,3517,123,157,0.78,69,89,0.78,19,53,0.36,3,21,16,9,31
6797,2950,PL_ARS_1,PL_1,2,900,1165,0.7725321888412017,5207,16286,379,427,0.89,431,513,0.84,82,174,0.47,12,81,20,24,105
6798,2950,PL_ARS_1,PL_1,2,900,1165,0.7725321888412017,5207,16286,379,427,0.89,431,513,0.84,82,174,0.47,12,81,20,24,105
6799,2951,PL_NEW_15,PL_1,2,189,284,0.6654929577464789,1758,3454,93,112,0.83,59,87,0.68,33,69,0.48,0,15,7,5,17
6800,2951,LL_ATM_3,LL_1,2,607,780,0.7782051282051282,4042,10394,295,325,0.91,216,279,0.77,74,129,0.57,2,39,7,24,80
6801,2951,PL_NEW_15,PL_1,2,189,284,0.6654929577464789,1758,3454,93,112,0.83,59,87,0.68,33,69,0.48,0,15,7,5,17
6802,2951,LL_ATM_3,LL_1,2,607,780,0.7782051282051282,4042,10394,295,325,0.91,216,279,0.77,74,129,0.57,2,39,7,24,80
6803,2952,PL_LEI_11,PL_1,2,950,1250,0.76,3778,13947,542,623,0.87,308,394,0.78,55,134,0.41,7,103,35,26,132
6804,2952,PL_LEI_11,PL_1,2,950,1250,0.76,3778,13947,542,623,0.87,308,394,0.78,55,134,0.41,7,103,35,26,132
6805,2953,PL_WOL_20,PL_1,2,110,160,0.6875,512,1691,54,71,0.76,51,68,0.75,4,8,0.5,1,3,1,2,5
6806,2953,PL_WOL_20,PL_1,2,110,160,0.6875,512,1691,54,71,0.76,51,68,0.75,4,8,0.5,1,3,1,2,5
6807,2954,LL_OSA_14,LL_1,2,336,510,0.6588235294117647,989,4917,199,272,0.73,99,148,0.67,21,41,0.51,5,22,21,15,36
6808,2954,LL_OSA_14,LL_1,2,336,510,0.6588235294117647,989,4917,199,272,0.73,99,148,0.67,21,41,0.51,5,22,21,15,36
6809,2955,LL_OSA_14,LL_1,2,249,374,0.6657754010695187,923,3893,142,172,0.83,78,121,0.64,20,42,0.48,0,23,5,8,35
6810,2955,LL_OSA_14,LL_1,2,249,374,0.6657754010695187,923,3893,142,172,0.83,78,121,0.64,20,42,0.48,0,23,5,8,35
6811,2956,LL_BET_5,LL_1,2,50,60,0.8333333333333334,168,919,17,18,0.94,29,34,0.85,4,7,0.57,0,0,0,0,0
6812,2957,LL_ELC_9,LL_1,2,181,248,0.7298387096774194,778,2800,103,122,0.84,58,75,0.77,15,24,0.62,0,18,6,4,19
6813,2957,LL_ELC_9,LL_1,2,181,248,0.7298387096774194,778,2800,103,122,0.84,58,75,0.77,15,24,0.62,0,18,6,4,19
6814,2959,LL_ELC_9,LL_1,2,324,486,0.6666666666666666,7217,9565,58,58,1,134,139,0.96,128,283,0.45,0,4,1,0,0
6815,2960,PL_WAT_26,PL_1,2,867,1228,0.7060260586319218,6151,13397,485,566,0.86,300,425,0.71,54,166,0.33,9,56,25,22,100
6816,2964,BL_FRE_6,BL_1,2,59,96,0.6145833333333334,326,953,29,33,0.88,24,40,0.6,5,14,0.36,0,2,2,1,6
6817,2964,BL_FRE_6,BL_1,2,59,96,0.6145833333333334,326,953,29,33,0.88,24,40,0.6,5,14,0.36,0,2,2,1,6
6818,2969,BL_BAY_3,BL_1,2,547,707,0.7736916548797736,1828,8957,291,340,0.86,199,252,0.79,45,72,0.62,11,23,24,39,55
6819,2969,BL_BAY_3,BL_1,2,547,707,0.7736916548797736,1828,8957,291,340,0.86,199,252,0.79,45,72,0.62,11,23,24,39,55
6820,2969,BL_BAY_3,BL_1,2,547,707,0.7736916548797736,1828,8957,291,340,0.86,199,252,0.79,45,72,0.62,11,23,24,39,55
6821,2970,BL_KÖL_11,BL_1,2,248,364,0.6813186813186813,1989,4515,110,126,0.87,107,145,0.74,29,66,0.44,6,19,9,10,22
6822,2972,SA_BOL_3,SA_1,2,23,26,0.8846153846153846,77,371,12,13,0.92,9,10,0.9,2,3,0.67,0,3,0,0,2
6823,2973,BL_KÖL_11,BL_1,2,103,196,0.5255102040816326,870,1867,45,62,0.73,44,78,0.56,13,38,0.34,5,15,5,7,24
6824,2973,BL_KÖL_11,BL_1,2,103,196,0.5255102040816326,870,1867,45,62,0.73,44,78,0.56,13,38,0.34,5,15,5,7,24
