player_passing_stats_id,player_id,team_id,league_id,season_id,player_total_passes_Cmp,player_total_passes_Att,player_total_passes_Cmp%_new,player_total_passes_PrgDist,player_total_passes_TotDist,player_short_passes_Cmp,player_short_passes_Att,player_short_passes_Cmp%_new,player_medium_passes_Cmp,player_medium_passes_Att,player_medium_passes_Cmp%_new,player_long_passes_Cmp,player_long_passes_Att,player_long_passes_Cmp%_new,player_passes_CrsPA,player_passes_into_finalthird,player_passes_KP,player_passes_PPA,player_passes_PrgP
8388,4825,PL_CHE_6,PL_1,2,306,353,0.8668555240793201,1025,4777,168,185,0.91,108,122,0.89,20,29,0.69,2,15,3,2,15
8389,4825,LL_ATM_3,LL_1,2,95,117,0.811965811965812,316,1377,54,61,0.89,26,33,0.79,9,14,0.64,0,3,1,0,5
8390,4825,PL_CHE_6,PL_1,2,306,353,0.8668555240793201,1025,4777,168,185,0.91,108,122,0.89,20,29,0.69,2,15,3,2,15
8391,4825,LL_ATM_3,LL_1,2,95,117,0.811965811965812,316,1377,54,61,0.89,26,33,0.79,9,14,0.64,0,3,1,0,5
8392,4825,PL_CHE_6,PL_1,2,306,353,0.8668555240793201,1025,4777,168,185,0.91,108,122,0.89,20,29,0.69,2,15,3,2,15
8393,4825,LL_ATM_3,LL_1,2,95,117,0.811965811965812,316,1377,54,61,0.89,26,33,0.79,9,14,0.64,0,3,1,0,5
8394,4826,BL_BOC_20,BL_1,2,6,6,1,9,124,2,2,1,3,3,1,1,1,1,0,0,0,0,0
8395,4833,PL_MUN_14,PL_1,2,1060,1254,0.8452950558213717,5343,18096,492,561,0.88,427,482,0.89,108,134,0.81,2,113,23,9,125
8396,4833,PL_MUN_14,PL_1,2,1060,1254,0.8452950558213717,5343,18096,492,561,0.88,427,482,0.89,108,134,0.81,2,113,23,9,125
8397,4834,PL_ARS_1,PL_1,2,13,16,0.8125,49,215,5,6,0.83,7,9,0.78,0,0,NaN,0,1,0,0,0
8398,4834,L1_MAR_9,L1_1,2,195,251,0.7768924302788844,702,2707,107,131,0.82,69,85,0.81,7,16,0.44,0,10,4,4,13
8399,4834,PL_ARS_1,PL_1,2,13,16,0.8125,49,215,5,6,0.83,7,9,0.78,0,0,NaN,0,1,0,0,0
8400,4834,L1_MAR_9,L1_1,2,195,251,0.7768924302788844,702,2707,107,131,0.82,69,85,0.81,7,16,0.44,0,10,4,4,13
8401,4835,PL_EVE_8,PL_1,2,914,1255,0.7282868525896414,6578,14739,497,569,0.87,316,447,0.71,76,168,0.45,13,86,13,26,96
8402,4835,PL_EVE_8,PL_1,2,914,1255,0.7282868525896414,6578,14739,497,569,0.87,316,447,0.71,76,168,0.45,13,86,13,26,96
8403,4836,PL_NEW_15,PL_1,2,481,604,0.7963576158940397,2303,8348,229,271,0.85,177,200,0.88,52,89,0.58,0,44,7,4,43
8404,4837,BL_WOL_19,BL_1,2,1007,1177,0.8555649957519117,7223,20537,247,292,0.85,652,704,0.93,101,158,0.64,0,33,3,0,35
8405,4838,BL_KÖL_11,BL_1,2,147,234,0.6282051282051282,243,1595,108,149,0.72,22,38,0.58,2,4,0.5,1,5,12,7,14
8406,4839,SA_SAP_16,SA_1,2,7,13,0.5384615384615384,22,134,4,4,1,1,2,0.5,2,3,0.67,0,1,0,0,3
8407,4840,BL_FÜR_21,BL_1,2,689,878,0.784738041002278,4206,13294,240,269,0.89,346,393,0.88,86,168,0.51,0,42,2,1,50
8408,4840,BL_UNI_17,BL_1,2,1,1,1,14,14,1,1,1,0,0,NaN,0,0,NaN,0,1,0,0,1
8409,4840,BL_FÜR_21,BL_1,2,689,878,0.784738041002278,4206,13294,240,269,0.89,346,393,0.88,86,168,0.51,0,42,2,1,50
8410,4840,BL_UNI_17,BL_1,2,1,1,1,14,14,1,1,1,0,0,NaN,0,0,NaN,0,1,0,0,1
8411,4844,BL_BOC_20,BL_1,2,259,489,0.5296523517382413,1048,3409,157,253,0.62,67,133,0.5,13,30,0.43,1,29,28,6,49
8412,4845,BL_FRA_5,BL_1,2,336,414,0.8115942028985508,1829,5286,163,193,0.84,132,155,0.85,22,27,0.81,1,29,12,8,54
8413,4846,BL_HOF_9,BL_1,2,305,405,0.7530864197530864,1770,4857,144,174,0.83,117,146,0.8,24,44,0.55,1,35,6,5,44
8414,4846,BL_HOF_9,BL_1,2,305,405,0.7530864197530864,1770,4857,144,174,0.83,117,146,0.8,24,44,0.55,1,35,6,5,44
8415,4846,BL_HOF_9,BL_1,2,305,405,0.7530864197530864,1770,4857,144,174,0.83,117,146,0.8,24,44,0.55,1,35,6,5,44
8416,4847,BL_ARM_1,BL_1,2,219,341,0.6422287390029325,1315,3625,103,142,0.73,85,123,0.69,21,48,0.44,1,29,6,7,40
8417,4848,SA_CAL_4,SA_1,2,152,171,0.8888888888888888,1010,2967,49,52,0.94,79,86,0.92,20,27,0.74,0,11,1,1,13
8418,4850,SA_EMP_21,SA_1,2,821,982,0.8360488798370672,6050,16406,249,279,0.89,478,524,0.91,88,159,0.55,2,56,9,5,76
8419,4852,L1_NAN_13,L1_1,2,367,548,0.6697080291970803,3079,6314,170,199,0.85,161,230,0.7,30,79,0.38,8,40,11,10,57
8420,4853,SA_UDN_20,SA_1,2,55,74,0.7432432432432432,585,1121,15,18,0.83,31,34,0.91,7,20,0.35,0,4,1,0,3
8421,4855,L1_LEN_5,L1_1,2,1574,1786,0.8812989921612542,4758,23818,870,945,0.92,542,607,0.89,97,131,0.74,6,99,40,39,178
8422,4858,L1_BOR_2,L1_1,2,129,193,0.6683937823834197,427,1844,74,105,0.7,37,51,0.73,8,12,0.67,1,11,7,5,15
8423,4859,L1_PSG_16,L1_1,2,2,2,1,0,18,2,2,1,0,0,NaN,0,0,NaN,0,0,0,0,0
8424,4869,LL_VLR_20,LL_1,2,623,742,0.839622641509434,3419,10097,309,346,0.89,266,306,0.87,32,48,0.67,4,35,6,11,59
8425,4869,LL_VLR_20,LL_1,2,623,742,0.839622641509434,3419,10097,309,346,0.89,266,306,0.87,32,48,0.67,4,35,6,11,59
8426,4870,BL_BAY_3,BL_1,2,1063,1356,0.7839233038348082,4008,15227,629,732,0.86,341,430,0.79,46,91,0.51,8,70,48,68,127
8427,4870,BL_BAY_3,BL_1,2,1063,1356,0.7839233038348082,4008,15227,629,732,0.86,341,430,0.79,46,91,0.51,8,70,48,68,127
8428,4871,SA_LAZ_11,SA_1,2,1893,2367,0.7997465145754119,7484,29489,1004,1170,0.86,652,768,0.85,145,233,0.62,10,168,52,48,215
8429,4874,PL_BRE_4,PL_1,2,449,774,0.5801033591731266,2936,7092,253,316,0.8,140,235,0.6,38,134,0.28,9,47,17,24,59
8430,4874,PL_BRE_4,PL_1,2,449,774,0.5801033591731266,2936,7092,253,316,0.8,140,235,0.6,38,134,0.28,9,47,17,24,59
8431,4874,PL_BRE_4,PL_1,2,449,774,0.5801033591731266,2936,7092,253,316,0.8,140,235,0.6,38,134,0.28,9,47,17,24,59
8432,4876,LL_ESP_21,LL_1,2,1427,1733,0.8234275822273515,7951,25904,644,704,0.91,566,646,0.88,170,276,0.62,5,192,37,43,221
8433,4876,LL_ESP_21,LL_1,2,1427,1733,0.8234275822273515,7951,25904,644,704,0.91,566,646,0.88,170,276,0.62,5,192,37,43,221
8434,4880,LL_ESP_21,LL_1,2,1161,1371,0.8468271334792122,8416,23475,339,373,0.91,677,721,0.94,136,246,0.55,0,46,4,0,43
8435,4881,LL_RAY_23,LL_1,2,270,403,0.6699751861042184,824,3792,168,223,0.75,67,97,0.69,16,24,0.67,2,10,15,12,32
8436,4881,LL_RAY_23,LL_1,2,270,403,0.6699751861042184,824,3792,168,223,0.75,67,97,0.69,16,24,0.67,2,10,15,12,32
8437,4882,LL_BAR_4,LL_1,2,230,257,0.8949416342412452,673,3128,145,154,0.94,63,71,0.89,9,13,0.69,1,12,4,3,15
8438,4882,LL_BAR_4,LL_1,2,230,257,0.8949416342412452,673,3128,145,154,0.94,63,71,0.89,9,13,0.69,1,12,4,3,15
8439,4882,LL_BAR_4,LL_1,2,230,257,0.8949416342412452,673,3128,145,154,0.94,63,71,0.89,9,13,0.69,1,12,4,3,15
8440,4882,LL_BAR_4,LL_1,2,230,257,0.8949416342412452,673,3128,145,154,0.94,63,71,0.89,9,13,0.69,1,12,4,3,15
8441,4883,LL_BAR_4,LL_1,2,876,999,0.8768768768768769,3470,12393,530,561,0.94,281,327,0.86,29,48,0.6,4,63,18,15,81
8442,4883,LL_BAR_4,LL_1,2,876,999,0.8768768768768769,3470,12393,530,561,0.94,281,327,0.86,29,48,0.6,4,63,18,15,81
8443,4884,LL_BAR_4,LL_1,2,30,42,0.7142857142857143,45,396,14,20,0.7,12,15,0.8,0,0,NaN,0,3,1,0,3
8444,4888,LL_VLR_20,LL_1,2,185,228,0.8114035087719298,2778,4206,43,43,1,103,104,0.99,37,76,0.49,0,1,0,0,0
8445,4890,LL_BAR_4,LL_1,2,2430,2793,0.8700322234156821,12095,42404,1078,1187,0.91,984,1090,0.9,272,355,0.77,1,274,33,25,291
8446,4892,LL_BET_5,LL_1,2,1551,1878,0.8258785942492013,6640,25591,771,867,0.89,554,633,0.88,154,250,0.62,5,145,65,56,238
8447,4892,LL_BET_5,LL_1,2,1551,1878,0.8258785942492013,6640,25591,771,867,0.89,554,633,0.88,154,250,0.62,5,145,65,56,238
8448,4894,BL_AUG_2,BL_1,2,34,51,0.6666666666666666,132,527,20,29,0.69,11,16,0.69,2,4,0.5,0,4,2,1,9
8449,4896,LL_GRA_11,LL_1,2,521,732,0.7117486338797814,3906,9345,231,283,0.82,205,261,0.79,61,139,0.44,5,34,13,10,51
8450,4896,LL_GRA_11,LL_1,2,521,732,0.7117486338797814,3906,9345,231,283,0.82,205,261,0.79,61,139,0.44,5,34,13,10,51
8451,4899,LL_OSA_14,LL_1,2,668,1160,0.5758620689655173,25456,28646,42,43,0.98,185,196,0.94,440,917,0.48,0,64,1,0,0
8452,4901,SA_ROM_15,SA_1,2,394,493,0.7991886409736308,2095,6790,184,210,0.88,148,175,0.85,46,79,0.58,0,33,15,7,41
8453,4902,LL_LEV_13,LL_1,2,304,364,0.8351648351648352,2444,5624,111,121,0.92,162,174,0.93,29,63,0.46,0,15,3,0,25
8454,4903,L1_PSG_16,L1_1,2,776,829,0.9360675512665863,5690,16436,228,236,0.97,405,420,0.96,133,157,0.85,0,83,1,2,61
8455,4904,PL_TOT_18,PL_1,2,750,994,0.7545271629778671,3362,11784,394,453,0.87,271,355,0.76,54,99,0.55,21,35,29,31,50
8456,4904,PL_TOT_18,PL_1,2,750,994,0.7545271629778671,3362,11784,394,453,0.87,271,355,0.76,54,99,0.55,21,35,29,31,50
8457,4905,LL_MAL_22,LL_1,2,245,360,0.6805555555555556,7125,8430,43,43,1,80,83,0.96,121,233,0.52,0,5,1,0,0
8458,4905,L1_PSG_16,L1_1,2,5,7,0.7142857142857143,76,130,0,0,NaN,4,4,1,1,3,0.33,0,0,0,0,0
8459,4907,SA_VEN_23,SA_1,2,415,586,0.7081911262798635,8294,11661,78,80,0.98,191,199,0.96,145,305,0.48,0,11,1,0,1
8460,4909,LL_RMA_15,LL_1,2,8,8,1,39,136,4,4,1,3,3,1,1,1,1,1,0,1,1,0
8461,4912,L1_REN_18,L1_1,2,235,294,0.7993197278911565,427,3270,149,174,0.86,51,68,0.75,19,22,0.86,0,10,5,5,23
8462,4912,L1_REN_18,L1_1,2,235,294,0.7993197278911565,427,3270,149,174,0.86,51,68,0.75,19,22,0.86,0,10,5,5,23
8463,4917,PL_BRE_4,PL_1,2,257,308,0.8344155844155844,900,3885,140,156,0.9,85,99,0.86,17,30,0.57,1,21,9,6,35
8464,4918,PL_BRI_5,PL_1,2,906,1039,0.8719923002887392,5992,18829,249,277,0.9,535,572,0.94,117,177,0.66,0,50,4,1,41
8465,4918,PL_BRI_5,PL_1,2,906,1039,0.8719923002887392,5992,18829,249,277,0.9,535,572,0.94,117,177,0.66,0,50,4,1,41
8466,4919,PL_SOU_17,PL_1,2,43,72,0.5972222222222222,97,411,32,46,0.7,5,11,0.45,0,1,0,0,4,2,1,3
8467,4922,BL_UNI_17,BL_1,2,374,605,0.6181818181818182,1953,6353,163,230,0.71,147,223,0.66,42,84,0.5,26,30,41,46,58
8468,4922,BL_UNI_17,BL_1,2,374,605,0.6181818181818182,1953,6353,163,230,0.71,147,223,0.66,42,84,0.5,26,30,41,46,58
8469,4925,LL_LEV_13,LL_1,2,287,368,0.779891304347826,2506,6770,53,68,0.78,176,196,0.9,56,95,0.59,0,24,0,0,18
8470,4926,PL_MUN_14,PL_1,2,5,5,1,14,69,2,2,1,1,1,1,1,1,1,0,0,0,0,0
8471,4926,PL_MUN_14,PL_1,2,5,5,1,14,69,2,2,1,1,1,1,1,1,1,0,0,0,0,0
8472,4934,BL_LEI_14,BL_1,2,2,2,1,6,27,2,2,1,0,0,NaN,0,0,NaN,0,0,0,0,0
8473,4937,L1_MET_10,L1_1,2,176,226,0.7787610619469026,1334,3243,67,79,0.85,89,104,0.86,15,30,0.5,0,4,2,0,7
8474,4938,BL_STU_16,BL_1,2,40,62,0.6451612903225806,106,624,21,26,0.81,11,20,0.55,4,7,0.57,0,1,0,1,2
8475,4938,BL_STU_16,BL_1,2,40,62,0.6451612903225806,106,624,21,26,0.81,11,20,0.55,4,7,0.57,0,1,0,1,2
8476,4939,SA_GEO_7,SA_1,2,393,551,0.7132486388384754,2670,5940,212,251,0.84,133,190,0.7,25,60,0.42,9,27,10,16,39
8477,4939,SA_GEO_7,SA_1,2,393,551,0.7132486388384754,2670,5940,212,251,0.84,133,190,0.7,25,60,0.42,9,27,10,16,39
8478,4939,SA_GEO_7,SA_1,2,393,551,0.7132486388384754,2670,5940,212,251,0.84,133,190,0.7,25,60,0.42,9,27,10,16,39
8479,4940,BL_MAI_13,BL_1,2,1060,1502,0.7057256990679095,7457,17087,533,637,0.84,422,580,0.73,74,206,0.36,8,81,21,25,117
8480,4941,BL_BOC_20,BL_1,2,34,59,0.576271186440678,85,529,18,31,0.58,12,18,0.67,2,3,0.67,0,2,0,0,7
8481,4941,BL_BOC_20,BL_1,2,34,59,0.576271186440678,85,529,18,31,0.58,12,18,0.67,2,3,0.67,0,2,0,0,7
8482,4943,LL_ATM_3,LL_1,2,436,601,0.7254575707154742,2426,6434,252,290,0.87,132,196,0.67,27,64,0.42,4,22,3,6,45
8483,4943,LL_ATM_3,LL_1,2,436,601,0.7254575707154742,2426,6434,252,290,0.87,132,196,0.67,27,64,0.42,4,22,3,6,45
8484,4944,SA_SAL_22,SA_1,2,133,185,0.7189189189189189,208,1692,76,97,0.78,31,42,0.74,7,10,0.7,0,9,8,3,10
8485,4947,BL_FÜR_21,BL_1,2,282,401,0.7032418952618454,2067,4689,142,165,0.86,110,160,0.69,23,47,0.49,2,16,3,4,25
8486,4948,L1_LEN_5,L1_1,2,18,31,0.5806451612903226,70,296,10,16,0.62,5,8,0.62,2,3,0.67,0,1,2,0,1
8487,4952,SA_MIL_12,SA_1,2,404,463,0.8725701943844493,2970,8254,130,142,0.92,213,225,0.95,57,80,0.71,1,27,2,3,23
8488,4956,BL_BOC_20,BL_1,2,116,157,0.7388535031847133,328,1789,60,77,0.78,43,53,0.81,7,12,0.58,3,7,7,4,7
8489,4956,BL_BOC_20,BL_1,2,116,157,0.7388535031847133,328,1789,60,77,0.78,43,53,0.81,7,12,0.58,3,7,7,4,7
8490,4958,SA_SPZ_18,SA_1,2,876,1224,0.7156862745098039,6360,15095,439,492,0.89,302,405,0.75,111,232,0.48,13,92,47,32,117
8491,4958,SA_SPZ_18,SA_1,2,876,1224,0.7156862745098039,6360,15095,439,492,0.89,302,405,0.75,111,232,0.48,13,92,47,32,117
8492,4962,SA_UDN_20,SA_1,2,10,12,0.8333333333333334,44,135,6,6,1,2,3,0.67,1,2,0.5,0,1,0,0,2
8493,4962,SA_UDN_20,SA_1,2,10,12,0.8333333333333334,44,135,6,6,1,2,3,0.67,1,2,0.5,0,1,0,0,2
8494,4962,SA_UDN_20,SA_1,2,10,12,0.8333333333333334,44,135,6,6,1,2,3,0.67,1,2,0.5,0,1,0,0,2
8495,4962,SA_UDN_20,SA_1,2,10,12,0.8333333333333334,44,135,6,6,1,2,3,0.67,1,2,0.5,0,1,0,0,2
8496,4965,SA_EMP_21,SA_1,2,612,796,0.7688442211055276,5583,12093,205,245,0.84,320,395,0.81,83,136,0.61,0,44,5,7,61
8497,4967,SA_SAP_16,SA_1,2,44,49,0.8979591836734694,210,643,30,33,0.91,12,12,1,2,2,1,0,4,3,2,6
8498,4968,SA_TOR_19,SA_1,2,9,16,0.5625,40,139,5,7,0.71,4,6,0.67,0,2,0,0,0,1,0,1
8499,4968,SA_SAL_22,SA_1,2,224,333,0.6726726726726727,1674,4416,99,116,0.85,82,113,0.73,37,75,0.49,5,32,19,13,37
8500,4968,SA_TOR_19,SA_1,2,9,16,0.5625,40,139,5,7,0.71,4,6,0.67,0,2,0,0,0,1,0,1
8501,4968,SA_SAL_22,SA_1,2,224,333,0.6726726726726727,1674,4416,99,116,0.85,82,113,0.73,37,75,0.49,5,32,19,13,37
8502,4968,SA_TOR_19,SA_1,2,9,16,0.5625,40,139,5,7,0.71,4,6,0.67,0,2,0,0,0,1,0,1
8503,4968,SA_SAL_22,SA_1,2,224,333,0.6726726726726727,1674,4416,99,116,0.85,82,113,0.73,37,75,0.49,5,32,19,13,37
8504,4969,SA_TOR_19,SA_1,2,31,42,0.7380952380952381,77,448,17,20,0.85,11,15,0.73,1,4,0.25,0,0,0,2,3
8505,4969,SA_TOR_19,SA_1,2,31,42,0.7380952380952381,77,448,17,20,0.85,11,15,0.73,1,4,0.25,0,0,0,2,3
8506,4970,L1_LYO_8,L1_1,2,436,477,0.9140461215932913,3418,9306,105,116,0.91,271,286,0.95,59,74,0.8,0,12,1,0,29
8507,4977,SA_VEN_23,SA_1,2,392,532,0.7368421052631579,2436,7832,162,194,0.84,140,186,0.75,79,117,0.68,3,44,19,22,62
8508,4978,L1_MET_10,L1_1,2,83,103,0.8058252427184466,309,1154,52,56,0.93,27,33,0.82,2,5,0.4,0,6,1,0,5
8509,4978,L1_MET_10,L1_1,2,83,103,0.8058252427184466,309,1154,52,56,0.93,27,33,0.82,2,5,0.4,0,6,1,0,5
8510,4979,L1_ANG_1,L1_1,2,746,1016,0.734251968503937,3618,12458,387,461,0.84,241,308,0.78,79,157,0.5,4,65,56,33,125
8511,4980,L1_MON_11,L1_1,2,708,977,0.7246673490276356,3228,11934,355,452,0.79,233,294,0.79,84,151,0.56,5,68,38,37,130
8512,4980,L1_MON_11,L1_1,2,708,977,0.7246673490276356,3228,11934,355,452,0.79,233,294,0.79,84,151,0.56,5,68,38,37,130
8513,4980,L1_MON_11,L1_1,2,708,977,0.7246673490276356,3228,11934,355,452,0.79,233,294,0.79,84,151,0.56,5,68,38,37,130
8514,4982,SA_FIR_6,SA_1,2,645,716,0.9008379888268156,3260,12507,238,264,0.9,321,336,0.96,78,95,0.82,1,74,8,9,63
8515,4982,SA_FIR_6,SA_1,2,645,716,0.9008379888268156,3260,12507,238,264,0.9,321,336,0.96,78,95,0.82,1,74,8,9,63
8516,4985,BL_LEI_14,BL_1,2,3,3,1,13,64,0,0,NaN,3,3,1,0,0,NaN,0,0,0,0,0
8517,4986,PL_BRI_5,PL_1,2,556,771,0.7211413748378729,2619,9536,291,348,0.84,178,245,0.73,67,115,0.58,8,30,35,33,69
8518,4986,PL_BRI_5,PL_1,2,556,771,0.7211413748378729,2619,9536,291,348,0.84,178,245,0.73,67,115,0.58,8,30,35,33,69
8519,4986,PL_BRI_5,PL_1,2,556,771,0.7211413748378729,2619,9536,291,348,0.84,178,245,0.73,67,115,0.58,8,30,35,33,69
8520,4986,PL_BRI_5,PL_1,2,556,771,0.7211413748378729,2619,9536,291,348,0.84,178,245,0.73,67,115,0.58,8,30,35,33,69
8521,4987,BL_BOC_20,BL_1,2,12,18,0.6666666666666666,81,175,5,8,0.62,6,8,0.75,0,1,0,0,2,0,1,2
8522,4988,LL_LEV_13,LL_1,2,789,1073,0.7353215284249767,4767,13969,384,437,0.88,294,370,0.79,94,197,0.48,7,56,16,29,96
8523,4988,LL_LEV_13,LL_1,2,789,1073,0.7353215284249767,4767,13969,384,437,0.88,294,370,0.79,94,197,0.48,7,56,16,29,96
8524,4989,PL_TOT_18,PL_1,2,928,1219,0.7612797374897456,3148,12453,569,623,0.91,239,316,0.76,48,151,0.32,4,33,72,42,90
8525,4989,PL_TOT_18,PL_1,2,928,1219,0.7612797374897456,3148,12453,569,623,0.91,239,316,0.76,48,151,0.32,4,33,72,42,90
8526,4990,PL_WES_19,PL_1,2,0,1,0,0,0,0,1,0,0,0,NaN,0,0,NaN,0,0,0,0,0
8527,4994,L1_ANG_1,L1_1,2,886,1083,0.8180978762696214,3696,13708,468,517,0.91,361,420,0.86,38,82,0.46,13,43,14,18,54
8528,4994,L1_ANG_1,L1_1,2,886,1083,0.8180978762696214,3696,13708,468,517,0.91,361,420,0.86,38,82,0.46,13,43,14,18,54
8529,5001,SA_NAP_13,SA_1,2,1327,1419,0.9351656095842142,4857,19317,727,755,0.96,476,516,0.92,57,65,0.88,0,128,15,6,93
8530,5006,L1_SAI_19,L1_1,2,130,186,0.6989247311827957,2833,3466,29,29,1,67,67,1,34,89,0.38,0,2,0,0,0
8531,5007,BL_MAI_13,BL_1,2,1180,1545,0.7637540453074434,9558,21345,496,571,0.87,567,678,0.84,105,237,0.44,2,75,10,6,93
8532,5008,SA_INT_9,SA_1,2,1439,1571,0.9159770846594526,9038,27337,485,523,0.93,819,855,0.96,122,167,0.73,0,61,0,3,72
8533,5010,BL_FRA_5,BL_1,2,90,112,0.8035714285714286,643,1564,45,52,0.87,36,45,0.8,8,13,0.62,0,3,0,0,8
8534,5010,BL_FRA_5,BL_1,2,90,112,0.8035714285714286,643,1564,45,52,0.87,36,45,0.8,8,13,0.62,0,3,0,0,8
8535,5011,BL_GLA_7,BL_1,2,544,736,0.7391304347826086,3429,8229,300,361,0.83,203,268,0.76,24,52,0.46,4,41,12,12,58
8536,5011,BL_GLA_7,BL_1,2,544,736,0.7391304347826086,3429,8229,300,361,0.83,203,268,0.76,24,52,0.46,4,41,12,12,58
8537,5013,LL_GET_10,LL_1,2,710,905,0.7845303867403315,5805,14987,200,226,0.88,390,460,0.85,113,203,0.56,0,22,2,1,29
8538,5013,LL_GET_10,LL_1,2,710,905,0.7845303867403315,5805,14987,200,226,0.88,390,460,0.85,113,203,0.56,0,22,2,1,29
8539,5014,BL_ARM_1,BL_1,2,1245,1768,0.704185520361991,32569,41924,132,134,0.99,544,548,0.99,569,1081,0.53,0,89,5,6,3
8540,5015,BL_HOF_9,BL_1,2,1134,1416,0.8008474576271186,7669,20426,467,517,0.9,549,628,0.87,107,223,0.48,2,74,5,8,104
8541,5016,SA_LAZ_11,SA_1,2,268,330,0.8121212121212121,1809,4329,121,139,0.87,124,146,0.85,15,31,0.48,0,21,0,0,21
8542,5016,SA_LAZ_11,SA_1,2,268,330,0.8121212121212121,1809,4329,121,139,0.87,124,146,0.85,15,31,0.48,0,21,0,0,21
8543,5017,LL_ATM_3,LL_1,2,1139,1388,0.8206051873198847,7359,22371,396,449,0.88,568,623,0.91,155,268,0.58,0,62,3,1,74
8544,5019,SA_SAL_22,SA_1,2,432,530,0.8150943396226416,4592,9166,137,157,0.87,215,252,0.85,76,109,0.7,1,38,2,3,53
8545,5021,SA_UDN_20,SA_1,2,4,5,0.8,12,49,3,4,0.75,1,1,1,0,0,NaN,0,0,1,0,1
8546,5022,SA_GEO_7,SA_1,2,96,153,0.6274509803921569,630,1485,52,64,0.81,41,59,0.69,2,15,0.13,0,8,2,3,14
8547,5023,SA_SAP_16,SA_1,2,319,392,0.8137755102040817,1162,5388,147,163,0.9,133,152,0.88,30,44,0.68,0,24,9,3,34
8548,5023,SA_INT_9,SA_1,2,113,129,0.875968992248062,343,1806,62,67,0.93,43,49,0.88,7,8,0.88,1,11,4,2,13
8549,5023,SA_SAP_16,SA_1,2,319,392,0.8137755102040817,1162,5388,147,163,0.9,133,152,0.88,30,44,0.68,0,24,9,3,34
8550,5023,SA_INT_9,SA_1,2,113,129,0.875968992248062,343,1806,62,67,0.93,43,49,0.88,7,8,0.88,1,11,4,2,13
8551,5024,SA_GEO_7,SA_1,2,376,607,0.6194398682042833,2240,5722,207,272,0.76,121,188,0.64,32,70,0.46,5,31,8,17,62
8552,5026,BL_ARM_1,BL_1,2,20,31,0.6451612903225806,520,712,1,1,1,8,8,1,11,22,0.5,0,0,0,0,0
8553,5027,BL_BVB_4,BL_1,2,22,40,0.55,61,314,11,20,0.55,8,11,0.73,1,2,0.5,0,3,1,0,3
8554,5027,BL_BVB_4,BL_1,2,22,40,0.55,61,314,11,20,0.55,8,11,0.73,1,2,0.5,0,3,1,0,3
8555,5027,BL_BVB_4,BL_1,2,22,40,0.55,61,314,11,20,0.55,8,11,0.73,1,2,0.5,0,3,1,0,3
8556,5028,SA_ROM_15,SA_1,2,482,583,0.8267581475128645,2106,8215,239,274,0.87,196,228,0.86,41,55,0.75,2,30,31,31,78
8557,5028,SA_ROM_15,SA_1,2,482,583,0.8267581475128645,2106,8215,239,274,0.87,196,228,0.86,41,55,0.75,2,30,31,31,78
8558,5028,SA_ROM_15,SA_1,2,482,583,0.8267581475128645,2106,8215,239,274,0.87,196,228,0.86,41,55,0.75,2,30,31,31,78
8559,5029,BL_MAI_13,BL_1,2,1,4,0.25,14,14,1,1,1,0,2,0,0,1,0,0,0,0,0,1
8560,5030,L1_ANG_1,L1_1,2,157,218,0.7201834862385321,397,2051,82,105,0.78,41,54,0.76,10,16,0.62,1,10,8,4,15
8561,5031,L1_LOR_7,L1_1,2,148,204,0.7254901960784313,471,2164,84,105,0.8,47,56,0.84,9,19,0.47,1,10,12,6,16
8562,5031,L1_LOR_7,L1_1,2,148,204,0.7254901960784313,471,2164,84,105,0.8,47,56,0.84,9,19,0.47,1,10,12,6,16
8563,5033,L1_MOP_12,L1_1,2,434,558,0.7777777777777778,1102,5450,251,301,0.83,114,143,0.8,15,25,0.6,5,17,23,16,34
8564,5033,L1_MOP_12,L1_1,2,434,558,0.7777777777777778,1102,5450,251,301,0.83,114,143,0.8,15,25,0.6,5,17,23,16,34
8565,5034,BL_HER_8,BL_1,2,246,380,0.6473684210526316,1156,3541,149,201,0.74,65,92,0.71,18,37,0.49,3,25,15,16,47
8566,5036,L1_MAR_9,L1_1,2,327,402,0.8134328358208955,5343,7761,84,86,0.98,175,178,0.98,66,133,0.5,0,5,1,0,0
8567,5037,L1_BRE_3,L1_1,2,429,723,0.5933609958506224,1547,5739,265,402,0.66,121,221,0.55,14,25,0.56,1,47,18,14,65
8568,5037,L1_BRE_3,L1_1,2,429,723,0.5933609958506224,1547,5739,265,402,0.66,121,221,0.55,14,25,0.56,1,47,18,14,65
8569,5039,PL_BRI_5,PL_1,2,204,233,0.8755364806866953,865,3213,105,116,0.91,72,78,0.92,17,24,0.71,0,18,2,1,21
8570,5041,PL_TOT_18,PL_1,2,144,177,0.8135593220338984,392,1756,98,113,0.87,30,38,0.79,4,7,0.57,0,9,8,6,17
8571,5042,L1_LEN_5,L1_1,2,27,28,0.9642857142857143,188,602,8,8,1,11,11,1,8,9,0.89,0,0,0,0,2
8572,5047,L1_BOR_2,L1_1,2,772,914,0.8446389496717724,5174,13659,330,363,0.91,366,411,0.89,59,107,0.55,1,37,2,4,53
8573,5050,LL_RAY_23,LL_1,2,545,947,0.5755015839493136,15120,18378,70,71,0.99,222,227,0.98,249,639,0.39,0,21,0,0,0
8574,5051,L1_MON_11,L1_1,2,330,399,0.8270676691729323,2314,6542,105,116,0.91,183,202,0.91,36,67,0.54,3,29,1,9,33
