player_shooting_stats_id,player_id,team_id,league_id,season_id,player_shooting_FK,player_shooting_G/Sh_new,player_shooting_Gls,player_shooting_G/SoT_new,player_shooting_PK,player_shooting_Sh,player_shooting_Sh/90_new,player_shooting_SoT,player_shooting_SoT/90_new,player_shooting_SoT%
4704,749,L1_ANG_1,L1_1,2,0,0,0,0,0,6,2.44,2,0.81,0.33
4704,749,L1_ANG_1,L1_1,2,0,0,0,0,0,6,7.14,2,2.38,0.33
4704,749,L1_ANG_1,L1_1,2,0,0,0,0,0,6,50,2,16.67,0.33
4705,749,L1_ANG_1,L1_1,2,0,0,0,0,0,6,0.67,2,0.22,0.33
4705,749,L1_ANG_1,L1_1,2,0,0,0,0,0,6,1.43,2,0.48,0.33
4705,749,L1_ANG_1,L1_1,2,0,0,0,0,0,6,1.6,2,0.53,0.33
4705,749,L1_ANG_1,L1_1,2,0,0,0,0,0,6,2.44,2,0.81,0.33
4705,749,L1_ANG_1,L1_1,2,0,0,0,0,0,6,7.14,2,2.38,0.33
4705,749,L1_ANG_1,L1_1,2,0,0,0,0,0,6,50,2,16.67,0.33
4706,266,L1_MON_11,L1_1,2,0,NaN,0,NaN,0,0,0,0,0,NaN
4707,268,BL_HER_8,BL_1,2,0,NaN,0,NaN,0,0,0,0,0,NaN
4708,269,LL_RSC_16,LL_1,2,0,0.11,4,0.3333333333333333,0,35,1.27,12,0.43,0.34
4708,269,LL_RSC_16,LL_1,2,0,0.11,4,0.3333333333333333,0,35,1.32,12,0.45,0.34
4708,269,LL_RSC_16,LL_1,2,0,0.11,4,0.3333333333333333,0,35,1.79,12,0.61,0.34
4708,269,LL_RSC_16,LL_1,2,0,0.11,4,0.3333333333333333,0,35,2.01,12,0.69,0.34
4708,269,LL_RSC_16,LL_1,2,0,0.11,4,0.3333333333333333,0,35,2.18,12,0.75,0.34
4708,269,LL_RSC_16,LL_1,2,0,0.11,4,0.3333333333333333,0,35,500,12,171.43,0.34
4709,1194,LL_OSA_14,LL_1,2,0,0.06,1,0.2,0,17,0.64,5,0.19,0.29
4709,1194,LL_OSA_14,LL_1,2,0,0.06,1,0.2,0,17,0.95,5,0.28,0.29
4709,1194,LL_OSA_14,LL_1,2,0,0.06,1,0.2,0,17,1.47,5,0.43,0.29
4709,1194,LL_OSA_14,LL_1,2,0,0.06,1,0.2,0,17,1.68,5,0.5,0.29
4709,1194,LL_OSA_14,LL_1,2,0,0.06,1,0.2,0,17,32.08,5,9.43,0.29
4710,1015,LL_BET_5,LL_1,2,0,NaN,0,NaN,0,0,0,0,0,NaN
4711,272,PL_ARS_1,PL_1,2,1,0.09,4,0.3333333333333333,2,43,1.32,12,0.37,0.28
4711,272,PL_ARS_1,PL_1,2,1,0.09,4,0.3333333333333333,2,43,1.69,12,0.47,0.28
4711,272,PL_ARS_1,PL_1,2,1,0.09,4,0.3333333333333333,2,43,1.89,12,0.53,0.28
4711,272,PL_ARS_1,PL_1,2,1,0.09,4,0.3333333333333333,2,43,2.01,12,0.56,0.28
4711,272,PL_ARS_1,PL_1,2,1,0.09,4,0.3333333333333333,2,43,2.17,12,0.61,0.28
4712,273,L1_PSG_16,L1_1,2,0,NaN,0,NaN,0,0,0,0,0,NaN
4713,1589,BL_STU_16,BL_1,2,0,NaN,0,NaN,0,0,0,0,0,NaN
4714,274,L1_MET_10,L1_1,2,0,NaN,0,NaN,0,0,0,0,0,NaN
4715,1952,SA_TOR_19,SA_1,2,0,0.11,3,0.3,0,27,0.75,10,0.28,0.37
4715,1952,SA_TOR_19,SA_1,2,0,0.11,3,0.3,0,27,0.83,10,0.31,0.37
4715,1952,SA_TOR_19,SA_1,2,0,0.11,3,0.3,0,27,0.92,10,0.34,0.37
4715,1952,SA_TOR_19,SA_1,2,0,0.11,3,0.3,0,27,4.5,10,1.67,0.37
4715,1952,SA_TOR_19,SA_1,2,0,0.11,3,0.3,0,27,8.41,10,3.12,0.37
4716,277,L1_NIC_14,L1_1,2,0,0,0,0,0,6,0.26,1,0.04,0.17
4716,277,L1_NIC_14,L1_1,2,0,0,0,0,0,6,0.89,1,0.15,0.17
4716,277,L1_NIC_14,L1_1,2,0,0,0,0,0,6,1.07,1,0.18,0.17
4716,277,L1_NIC_14,L1_1,2,0,0,0,0,0,6,2.59,1,0.43,0.17
4716,277,L1_NIC_14,L1_1,2,0,0,0,0,0,6,2.83,1,0.47,0.17
4716,277,L1_NIC_14,L1_1,2,0,0,0,0,0,6,8.45,1,1.41,0.17
4717,277,L1_NIC_14,L1_1,2,0,0,0,0,0,6,0.26,1,0.04,0.17
4717,277,L1_NIC_14,L1_1,2,0,0,0,0,0,6,0.89,1,0.15,0.17
4717,277,L1_NIC_14,L1_1,2,0,0,0,0,0,6,1.07,1,0.18,0.17
4717,277,L1_NIC_14,L1_1,2,0,0,0,0,0,6,2.59,1,0.43,0.17
4717,277,L1_NIC_14,L1_1,2,0,0,0,0,0,6,2.83,1,0.47,0.17
4717,277,L1_NIC_14,L1_1,2,0,0,0,0,0,6,8.45,1,1.41,0.17
4718,277,L1_NIC_14,L1_1,2,0,0,0,0,0,6,0.26,1,0.04,0.17
4718,277,L1_NIC_14,L1_1,2,0,0,0,0,0,6,0.89,1,0.15,0.17
4718,277,L1_NIC_14,L1_1,2,0,0,0,0,0,6,1.07,1,0.18,0.17
4718,277,L1_NIC_14,L1_1,2,0,0,0,0,0,6,2.59,1,0.43,0.17
4718,277,L1_NIC_14,L1_1,2,0,0,0,0,0,6,2.83,1,0.47,0.17
4718,277,L1_NIC_14,L1_1,2,0,0,0,0,0,6,8.45,1,1.41,0.17
4719,809,BL_LEI_14,BL_1,2,0,0,0,NaN,0,4,2.74,0,0,0
4720,278,L1_REI_17,L1_1,2,1,0.11,2,0.2222222222222222,1,18,0.82,9,0.41,0.5
4720,278,L1_REI_17,L1_1,2,1,0.11,2,0.2222222222222222,1,18,1.53,9,0.77,0.5
4720,278,L1_REI_17,L1_1,2,1,0.11,2,0.2222222222222222,1,18,37.5,9,18.75,0.5
4721,278,L1_REI_17,L1_1,2,1,0.11,2,0.2222222222222222,1,18,0.82,9,0.41,0.5
4721,278,L1_REI_17,L1_1,2,1,0.11,2,0.2222222222222222,1,18,1.53,9,0.77,0.5
4721,278,L1_REI_17,L1_1,2,1,0.11,2,0.2222222222222222,1,18,37.5,9,18.75,0.5
4722,278,L1_REI_17,L1_1,2,1,0.11,2,0.2222222222222222,1,18,0.82,9,0.41,0.5
4722,278,L1_REI_17,L1_1,2,1,0.11,2,0.2222222222222222,1,18,1.53,9,0.77,0.5
4722,278,L1_REI_17,L1_1,2,1,0.11,2,0.2222222222222222,1,18,37.5,9,18.75,0.5
4723,563,PL_SOU_17,PL_1,2,0,0.13,6,0.3157894736842105,0,45,2.05,19,0.87,0.42
4723,563,PL_SOU_17,PL_1,2,0,0.13,6,0.3157894736842105,0,45,8.93,19,3.77,0.42
4723,563,PL_SOU_17,PL_1,2,0,0.13,6,0.3157894736842105,0,45,12.13,19,5.12,0.42
4723,563,PL_SOU_17,PL_1,2,0,0.13,6,0.3157894736842105,0,45,13.76,19,5.81,0.42
4723,563,PL_SOU_17,PL_1,2,0,0.13,6,0.3157894736842105,0,45,45.92,19,19.39,0.42
4724,1408,L1_MET_10,L1_1,2,0,0.07,1,0.14285714285714285,0,15,0.4,7,0.18,0.47
4724,1408,L1_MET_10,L1_1,2,0,0.07,1,0.14285714285714285,0,15,0.53,7,0.25,0.47
4724,1408,L1_MET_10,L1_1,2,0,0.07,1,0.14285714285714285,0,15,0.8,7,0.37,0.47
4724,1408,L1_MET_10,L1_1,2,0,0.07,1,0.14285714285714285,0,15,25.86,7,12.07,0.47
4725,1408,L1_MET_10,L1_1,2,0,0.07,1,0.14285714285714285,0,15,0.4,7,0.18,0.47
4725,1408,L1_MET_10,L1_1,2,0,0.07,1,0.14285714285714285,0,15,0.53,7,0.25,0.47
4725,1408,L1_MET_10,L1_1,2,0,0.07,1,0.14285714285714285,0,15,0.8,7,0.37,0.47
4725,1408,L1_MET_10,L1_1,2,0,0.07,1,0.14285714285714285,0,15,25.86,7,12.07,0.47
4726,279,PL_BRI_5,PL_1,2,4,0.09,5,0.5555555555555556,2,57,1.78,9,0.28,0.16
4726,279,PL_BRI_5,PL_1,2,4,0.09,5,0.5555555555555556,2,57,1.97,9,0.31,0.16
4726,279,PL_BRI_5,PL_1,2,4,0.09,5,0.5555555555555556,2,57,2.42,9,0.38,0.16
4726,279,PL_BRI_5,PL_1,2,4,0.09,5,0.5555555555555556,2,57,4.6,9,0.73,0.16
4727,279,PL_BRI_5,PL_1,2,4,0.09,5,0.5555555555555556,2,57,1.78,9,0.28,0.16
4727,279,PL_BRI_5,PL_1,2,4,0.09,5,0.5555555555555556,2,57,1.97,9,0.31,0.16
4727,279,PL_BRI_5,PL_1,2,4,0.09,5,0.5555555555555556,2,57,2.42,9,0.38,0.16
4727,279,PL_BRI_5,PL_1,2,4,0.09,5,0.5555555555555556,2,57,4.6,9,0.73,0.16
4728,1127,BL_MAI_13,BL_1,2,0,0,0,NaN,0,1,0.23,0,0,0
4728,1127,BL_MAI_13,BL_1,2,0,0,0,NaN,0,1,0.63,0,0,0
4729,1127,BL_MAI_13,BL_1,2,0,0,0,NaN,0,1,0.23,0,0,0
4729,1127,BL_MAI_13,BL_1,2,0,0,0,NaN,0,1,0.63,0,0,0
4730,280,SA_MIL_12,SA_1,2,0,0.03,1,0.08333333333333333,0,39,1.74,12,0.54,0.31
4730,280,SA_MIL_12,SA_1,2,0,0.03,1,0.08333333333333333,0,39,1.86,12,0.57,0.31
4730,280,SA_MIL_12,SA_1,2,0,0.03,1,0.08333333333333333,0,39,1.88,12,0.58,0.31
4730,280,SA_MIL_12,SA_1,2,0,0.03,1,0.08333333333333333,0,39,2.5,12,0.77,0.31
4730,280,SA_MIL_12,SA_1,2,0,0.03,1,0.08333333333333333,0,39,2.53,12,0.78,0.31
4730,280,SA_MIL_12,SA_1,2,0,0.03,1,0.08333333333333333,0,39,39,12,12,0.31
4731,280,SA_MIL_12,SA_1,2,0,0.03,1,0.08333333333333333,0,39,1.74,12,0.54,0.31
4731,280,SA_MIL_12,SA_1,2,0,0.03,1,0.08333333333333333,0,39,1.86,12,0.57,0.31
4731,280,SA_MIL_12,SA_1,2,0,0.03,1,0.08333333333333333,0,39,1.88,12,0.58,0.31
4731,280,SA_MIL_12,SA_1,2,0,0.03,1,0.08333333333333333,0,39,2.5,12,0.77,0.31
4731,280,SA_MIL_12,SA_1,2,0,0.03,1,0.08333333333333333,0,39,2.53,12,0.78,0.31
4731,280,SA_MIL_12,SA_1,2,0,0.03,1,0.08333333333333333,0,39,39,12,12,0.31
4732,280,SA_MIL_12,SA_1,2,0,0.03,1,0.08333333333333333,0,39,1.74,12,0.54,0.31
4732,280,SA_MIL_12,SA_1,2,0,0.03,1,0.08333333333333333,0,39,1.86,12,0.57,0.31
4732,280,SA_MIL_12,SA_1,2,0,0.03,1,0.08333333333333333,0,39,1.88,12,0.58,0.31
4732,280,SA_MIL_12,SA_1,2,0,0.03,1,0.08333333333333333,0,39,2.5,12,0.77,0.31
4732,280,SA_MIL_12,SA_1,2,0,0.03,1,0.08333333333333333,0,39,2.53,12,0.78,0.31
4732,280,SA_MIL_12,SA_1,2,0,0.03,1,0.08333333333333333,0,39,39,12,12,0.31
4733,280,SA_MIL_12,SA_1,2,0,0.03,1,0.08333333333333333,0,39,1.74,12,0.54,0.31
4733,280,SA_MIL_12,SA_1,2,0,0.03,1,0.08333333333333333,0,39,1.86,12,0.57,0.31
4733,280,SA_MIL_12,SA_1,2,0,0.03,1,0.08333333333333333,0,39,1.88,12,0.58,0.31
4733,280,SA_MIL_12,SA_1,2,0,0.03,1,0.08333333333333333,0,39,2.5,12,0.77,0.31
4733,280,SA_MIL_12,SA_1,2,0,0.03,1,0.08333333333333333,0,39,2.53,12,0.78,0.31
4733,280,SA_MIL_12,SA_1,2,0,0.03,1,0.08333333333333333,0,39,39,12,12,0.31
4734,902,BL_ARM_1,BL_1,2,0,0,0,NaN,0,10,0.34,0,0,0
4734,902,BL_ARM_1,BL_1,2,0,0,0,NaN,0,10,0.39,0,0,0
4734,902,BL_ARM_1,BL_1,2,0,0,0,NaN,0,10,0.41,0,0,0
4735,281,SA_INT_9,SA_1,2,1,0.15,5,0.38461538461538464,0,33,1.11,13,0.44,0.39
4735,281,SA_INT_9,SA_1,2,1,0.15,5,0.38461538461538464,0,33,2.59,13,1.02,0.39
4735,281,SA_INT_9,SA_1,2,1,0.15,5,0.38461538461538464,0,33,3.37,13,1.33,0.39
4735,281,SA_INT_9,SA_1,2,1,0.15,5,0.38461538461538464,0,33,3.89,13,1.53,0.39
4735,281,SA_INT_9,SA_1,2,1,0.15,5,0.38461538461538464,0,33,6.79,13,2.67,0.39
4736,281,SA_INT_9,SA_1,2,1,0.15,5,0.38461538461538464,0,33,1.11,13,0.44,0.39
4736,281,SA_INT_9,SA_1,2,1,0.15,5,0.38461538461538464,0,33,2.59,13,1.02,0.39
4736,281,SA_INT_9,SA_1,2,1,0.15,5,0.38461538461538464,0,33,3.37,13,1.33,0.39
4736,281,SA_INT_9,SA_1,2,1,0.15,5,0.38461538461538464,0,33,3.89,13,1.53,0.39
4736,281,SA_INT_9,SA_1,2,1,0.15,5,0.38461538461538464,0,33,6.79,13,2.67,0.39
4737,485,LL_OSA_14,LL_1,2,0,0.19,8,0.42105263157894735,2,43,1.31,19,0.58,0.44
4737,485,LL_OSA_14,LL_1,2,0,0.19,8,0.42105263157894735,2,43,1.59,19,0.7,0.44
4737,485,LL_OSA_14,LL_1,2,0,0.19,8,0.42105263157894735,2,43,2.15,19,0.95,0.44
4737,485,LL_OSA_14,LL_1,2,0,0.19,8,0.42105263157894735,2,43,2.23,19,0.98,0.44
4737,485,LL_OSA_14,LL_1,2,0,0.19,8,0.42105263157894735,2,43,2.38,19,1.05,0.44
4738,1483,PL_AST_2,PL_1,2,0,0.09,4,0.3076923076923077,0,44,1.64,13,0.49,0.3
4738,1483,PL_AST_2,PL_1,2,0,0.09,4,0.3076923076923077,0,44,2.09,13,0.62,0.3
4738,1483,PL_AST_2,PL_1,2,0,0.09,4,0.3076923076923077,0,44,15.38,13,4.55,0.3
4738,1483,PL_AST_2,PL_1,2,0,0.09,4,0.3076923076923077,0,44,40.37,13,11.93,0.3
4739,1483,PL_AST_2,PL_1,2,0,0.09,4,0.3076923076923077,0,44,1.64,13,0.49,0.3
4739,1483,PL_AST_2,PL_1,2,0,0.09,4,0.3076923076923077,0,44,2.09,13,0.62,0.3
4739,1483,PL_AST_2,PL_1,2,0,0.09,4,0.3076923076923077,0,44,15.38,13,4.55,0.3
4739,1483,PL_AST_2,PL_1,2,0,0.09,4,0.3076923076923077,0,44,40.37,13,11.93,0.3
4740,282,BL_STU_16,BL_1,2,0,0,0,NaN,0,4,0.93,0,0,0
4740,282,BL_STU_16,BL_1,2,0,0,0,NaN,0,4,4.88,0,0,0
4741,282,BL_STU_16,BL_1,2,0,0,0,NaN,0,4,0.93,0,0,0
4741,282,BL_STU_16,BL_1,2,0,0,0,NaN,0,4,4.88,0,0,0
4742,1268,BL_MAI_13,BL_1,2,0,0.5,1,1,0,2,0.74,1,0.37,0.5
4742,1268,BL_MAI_13,BL_1,2,0,0.5,1,1,0,2,6.67,1,3.33,0.5
4743,1268,BL_MAI_13,BL_1,2,0,0.5,1,1,0,2,0.74,1,0.37,0.5
4743,1268,BL_MAI_13,BL_1,2,0,0.5,1,1,0,2,6.67,1,3.33,0.5
4744,1099,PL_NEW_15,PL_1,2,0,0,0,0,0,11,0.32,1,0.03,0.09
4744,1099,PL_NEW_15,PL_1,2,0,0,0,0,0,11,0.36,1,0.03,0.09
4744,1099,PL_NEW_15,PL_1,2,0,0,0,0,0,11,0.48,1,0.04,0.09
4744,1099,PL_NEW_15,PL_1,2,0,0,0,0,0,11,0.97,1,0.09,0.09
4744,1099,PL_NEW_15,PL_1,2,0,0,0,0,0,11,2.97,1,0.27,0.09
4744,1099,PL_NEW_15,PL_1,2,0,0,0,0,0,11,6.88,1,0.62,0.09
4745,1099,PL_BRI_5,PL_1,2,0,0.14,1,0.3333333333333333,0,7,0.2,3,0.09,0.43
4745,1099,PL_BRI_5,PL_1,2,0,0.14,1,0.3333333333333333,0,7,0.23,3,0.1,0.43
4745,1099,PL_BRI_5,PL_1,2,0,0.14,1,0.3333333333333333,0,7,0.31,3,0.13,0.43
4745,1099,PL_BRI_5,PL_1,2,0,0.14,1,0.3333333333333333,0,7,0.62,3,0.26,0.43
4745,1099,PL_BRI_5,PL_1,2,0,0.14,1,0.3333333333333333,0,7,1.89,3,0.81,0.43
4745,1099,PL_BRI_5,PL_1,2,0,0.14,1,0.3333333333333333,0,7,4.38,3,1.88,0.43
4746,290,LL_CAD_6,LL_1,2,0,0.07,2,0.2857142857142857,0,27,0.73,7,0.19,0.26
4746,290,LL_CAD_6,LL_1,2,0,0.07,2,0.2857142857142857,0,27,0.78,7,0.2,0.26
4746,290,LL_CAD_6,LL_1,2,0,0.07,2,0.2857142857142857,0,27,0.93,7,0.24,0.26
4746,290,LL_CAD_6,LL_1,2,0,0.07,2,0.2857142857142857,0,27,0.97,7,0.25,0.26
4746,290,LL_CAD_6,LL_1,2,0,0.07,2,0.2857142857142857,0,27,2.92,7,0.76,0.26
4747,1907,SA_VEN_23,SA_1,2,1,0.07,1,0.2,0,14,0.5,5,0.18,0.36
4747,1907,SA_VEN_23,SA_1,2,1,0.07,1,0.2,0,14,6.45,5,2.3,0.36
4748,291,LL_VLR_20,LL_1,2,0,0.18,4,0.5,0,22,0.95,8,0.34,0.36
4748,291,LL_VLR_20,LL_1,2,0,0.18,4,0.5,0,22,1.16,8,0.42,0.36
4748,291,LL_VLR_20,LL_1,2,0,0.18,4,0.5,0,22,1.21,8,0.44,0.36
4748,291,LL_VLR_20,LL_1,2,0,0.18,4,0.5,0,22,1.77,8,0.65,0.36
4748,291,LL_VLR_20,LL_1,2,0,0.18,4,0.5,0,22,4.31,8,1.57,0.36
4749,291,LL_VLR_20,LL_1,2,0,0.18,4,0.5,0,22,0.95,8,0.34,0.36
4749,291,LL_VLR_20,LL_1,2,0,0.18,4,0.5,0,22,1.16,8,0.42,0.36
4749,291,LL_VLR_20,LL_1,2,0,0.18,4,0.5,0,22,1.21,8,0.44,0.36
4749,291,LL_VLR_20,LL_1,2,0,0.18,4,0.5,0,22,1.77,8,0.65,0.36
4749,291,LL_VLR_20,LL_1,2,0,0.18,4,0.5,0,22,4.31,8,1.57,0.36
4750,292,SA_FIR_6,SA_1,2,0,0.18,2,0.6666666666666666,0,11,0.51,3,0.14,0.27
4750,292,SA_FIR_6,SA_1,2,0,0.18,2,0.6666666666666666,0,11,0.52,3,0.14,0.27
4750,292,SA_FIR_6,SA_1,2,0,0.18,2,0.6666666666666666,0,11,0.9,3,0.24,0.27
4750,292,SA_FIR_6,SA_1,2,0,0.18,2,0.6666666666666666,0,11,0.93,3,0.25,0.27
4750,292,SA_FIR_6,SA_1,2,0,0.18,2,0.6666666666666666,0,11,1.03,3,0.28,0.27
4750,292,SA_FIR_6,SA_1,2,0,0.18,2,0.6666666666666666,0,11,6.11,3,1.67,0.27
4751,293,BL_AUG_2,BL_1,2,0,0.33,2,0.5,0,6,0.99,4,0.66,0.67
4751,293,BL_AUG_2,BL_1,2,0,0.33,2,0.5,0,6,1.85,4,1.23,0.67
4752,294,L1_REN_18,L1_1,2,0,NaN,0,NaN,0,0,0,0,0,NaN
4753,1549,LL_GET_10,LL_1,2,0,0,0,NaN,0,1,0.07,0,0,0
4753,1549,LL_GET_10,LL_1,2,0,0,0,NaN,0,1,0.22,0,0,0
4754,299,L1_CLE_21,L1_1,2,0,0,0,0,0,9,0.33,1,0.04,0.11
4754,299,L1_CLE_21,L1_1,2,0,0,0,0,0,9,0.72,1,0.08,0.11
4754,299,L1_CLE_21,L1_1,2,0,0,0,0,0,9,1.01,1,0.11,0.11
4754,299,L1_CLE_21,L1_1,2,0,0,0,0,0,9,1.37,1,0.15,0.11
4754,299,L1_CLE_21,L1_1,2,0,0,0,0,0,9,5.73,1,0.64,0.11
4755,586,SA_FIR_6,SA_1,2,0,0.09,2,0.25,0,23,1.45,8,0.5,0.35
4755,586,SA_FIR_6,SA_1,2,0,0.09,2,0.25,0,23,2.76,8,0.96,0.35
4756,489,L1_STR_20,L1_1,2,0,0.07,1,0.25,0,15,0.48,4,0.13,0.27
4756,489,L1_STR_20,L1_1,2,0,0.07,1,0.25,0,15,0.5,4,0.13,0.27
4756,489,L1_STR_20,L1_1,2,0,0.07,1,0.25,0,15,0.54,4,0.14,0.27
4756,489,L1_STR_20,L1_1,2,0,0.07,1,0.25,0,15,0.56,4,0.15,0.27
4756,489,L1_STR_20,L1_1,2,0,0.07,1,0.25,0,15,0.66,4,0.18,0.27
4757,308,LL_GET_10,LL_1,2,0,NaN,0,NaN,0,0,0,0,0,NaN
4758,308,LL_GET_10,LL_1,2,0,NaN,0,NaN,0,0,0,0,0,NaN
4759,308,LL_GET_10,LL_1,2,0,NaN,0,NaN,0,0,0,0,0,NaN
4760,1664,SA_GEO_7,SA_1,2,0,0.08,1,0.3333333333333333,0,12,1.16,3,0.29,0.25
4760,1664,SA_GEO_7,SA_1,2,0,0.08,1,0.3333333333333333,0,12,3.8,3,0.95,0.25
4760,1664,SA_GEO_7,SA_1,2,0,0.08,1,0.3333333333333333,0,12,46.15,3,11.54,0.25
4761,1664,SA_GEO_7,SA_1,2,0,0.08,1,0.3333333333333333,0,12,1.16,3,0.29,0.25
4761,1664,SA_GEO_7,SA_1,2,0,0.08,1,0.3333333333333333,0,12,3.8,3,0.95,0.25
4761,1664,SA_GEO_7,SA_1,2,0,0.08,1,0.3333333333333333,0,12,46.15,3,11.54,0.25
4762,1664,SA_INT_9,SA_1,2,0,NaN,0,NaN,0,0,0,0,0,NaN
4763,1664,SA_INT_9,SA_1,2,0,NaN,0,NaN,0,0,0,0,0,NaN
4764,309,PL_NEW_15,PL_1,2,0,0.08,5,0.19230769230769232,0,64,2.05,26,0.83,0.41
4764,309,PL_NEW_15,PL_1,2,0,0.08,5,0.19230769230769232,0,64,36.99,26,15.03,0.41
4764,309,PL_NEW_15,PL_1,2,0,0.08,5,0.19230769230769232,0,64,51.61,26,20.97,0.41
4765,309,PL_NEW_15,PL_1,2,0,0.08,5,0.19230769230769232,0,64,2.05,26,0.83,0.41
4765,309,PL_NEW_15,PL_1,2,0,0.08,5,0.19230769230769232,0,64,36.99,26,15.03,0.41
4765,309,PL_NEW_15,PL_1,2,0,0.08,5,0.19230769230769232,0,64,51.61,26,20.97,0.41
4766,841,LL_CAD_6,LL_1,2,0,0,0,NaN,0,5,0.2,0,0,0
4766,841,LL_CAD_6,LL_1,2,0,0,0,NaN,0,5,0.48,0,0,0
4766,841,LL_CAD_6,LL_1,2,0,0,0,NaN,0,5,3.29,0,0,0
4767,311,BL_FRA_5,BL_1,2,0,0,0,0,0,6,0.77,2,0.26,0.33
4767,311,BL_FRA_5,BL_1,2,0,0,0,0,0,6,1.07,2,0.36,0.33
4767,311,BL_FRA_5,BL_1,2,0,0,0,0,0,6,1.36,2,0.45,0.33
4768,311,BL_FRA_5,BL_1,2,0,0,0,0,0,6,0.77,2,0.26,0.33
4768,311,BL_FRA_5,BL_1,2,0,0,0,0,0,6,1.07,2,0.36,0.33
4768,311,BL_FRA_5,BL_1,2,0,0,0,0,0,6,1.36,2,0.45,0.33
4769,1245,SA_MIL_12,SA_1,2,0,0.06,2,0.25,0,36,1.22,8,0.27,0.22
4769,1245,SA_MIL_12,SA_1,2,0,0.06,2,0.25,0,36,1.48,8,0.33,0.22
4769,1245,SA_MIL_12,SA_1,2,0,0.06,2,0.25,0,36,1.53,8,0.34,0.22
4769,1245,SA_MIL_12,SA_1,2,0,0.06,2,0.25,0,36,5.13,8,1.14,0.22
4769,1245,SA_MIL_12,SA_1,2,0,0.06,2,0.25,0,36,10.26,8,2.28,0.22
4769,1245,SA_MIL_12,SA_1,2,0,0.06,2,0.25,0,36,19.15,8,4.26,0.22
4770,842,LL_BET_5,LL_1,2,0,NaN,0,NaN,0,0,0,0,0,NaN
4771,1682,LL_ESP_21,LL_1,2,0,0,0,NaN,0,1,0.06,0,0,0
4771,1682,LL_ESP_21,LL_1,2,0,0,0,NaN,0,1,0.13,0,0,0
4771,1682,LL_ESP_21,LL_1,2,0,0,0,NaN,0,1,0.83,0,0,0
4772,1682,LL_ESP_21,LL_1,2,0,0,0,NaN,0,1,0.06,0,0,0
4772,1682,LL_ESP_21,LL_1,2,0,0,0,NaN,0,1,0.13,0,0,0
4772,1682,LL_ESP_21,LL_1,2,0,0,0,NaN,0,1,0.83,0,0,0
4773,1400,L1_MAR_9,L1_1,2,0,0.17,2,0.5,0,12,0.38,4,0.13,0.33
4773,1400,L1_MAR_9,L1_1,2,0,0.17,2,0.5,0,12,0.52,4,0.17,0.33
4773,1400,L1_MAR_9,L1_1,2,0,0.17,2,0.5,0,12,0.54,4,0.18,0.33
4773,1400,L1_MAR_9,L1_1,2,0,0.17,2,0.5,0,12,0.68,4,0.23,0.33
4773,1400,L1_MAR_9,L1_1,2,0,0.17,2,0.5,0,12,1.14,4,0.38,0.33
4773,1400,L1_MAR_9,L1_1,2,0,0.17,2,0.5,0,12,133.33,4,44.44,0.33
4774,2006,SA_INT_9,SA_1,2,9,0.11,7,0.4666666666666667,3,62,2.13,15,0.52,0.24
4774,2006,SA_INT_9,SA_1,2,9,0.11,7,0.4666666666666667,3,62,2.18,15,0.53,0.24
4774,2006,SA_INT_9,SA_1,2,9,0.11,7,0.4666666666666667,3,62,2.36,15,0.57,0.24
4774,2006,SA_INT_9,SA_1,2,9,0.11,7,0.4666666666666667,3,62,2.87,15,0.69,0.24
4774,2006,SA_INT_9,SA_1,2,9,0.11,7,0.4666666666666667,3,62,22.46,15,5.43,0.24
4775,2006,SA_INT_9,SA_1,2,9,0.11,7,0.4666666666666667,3,62,2.13,15,0.52,0.24
4775,2006,SA_INT_9,SA_1,2,9,0.11,7,0.4666666666666667,3,62,2.18,15,0.53,0.24
4775,2006,SA_INT_9,SA_1,2,9,0.11,7,0.4666666666666667,3,62,2.36,15,0.57,0.24
4775,2006,SA_INT_9,SA_1,2,9,0.11,7,0.4666666666666667,3,62,2.87,15,0.69,0.24
4775,2006,SA_INT_9,SA_1,2,9,0.11,7,0.4666666666666667,3,62,22.46,15,5.43,0.24
4776,1128,BL_AUG_2,BL_1,2,4,0.12,4,0.4,3,33,1.11,10,0.34,0.3
4776,1128,BL_AUG_2,BL_1,2,4,0.12,4,0.4,3,33,1.48,10,0.45,0.3
4776,1128,BL_AUG_2,BL_1,2,4,0.12,4,0.4,3,33,10.25,10,3.11,0.3
4777,1128,BL_AUG_2,BL_1,2,4,0.12,4,0.4,3,33,1.11,10,0.34,0.3
4777,1128,BL_AUG_2,BL_1,2,4,0.12,4,0.4,3,33,1.48,10,0.45,0.3
4777,1128,BL_AUG_2,BL_1,2,4,0.12,4,0.4,3,33,10.25,10,3.11,0.3
4778,318,BL_BAY_3,BL_1,2,0,0,0,0,0,18,0.78,6,0.26,0.33
4778,318,BL_BAY_3,BL_1,2,0,0,0,0,0,18,0.79,6,0.26,0.33
4778,318,BL_BAY_3,BL_1,2,0,0,0,0,0,18,0.92,6,0.31,0.33
4778,318,BL_BAY_3,BL_1,2,0,0,0,0,0,18,9.33,6,3.11,0.33
4778,318,BL_BAY_3,BL_1,2,0,0,0,0,0,18,10.4,6,3.47,0.33
4779,1379,PL_EVE_8,PL_1,2,0,0.17,5,0.45454545454545453,2,30,0.94,11,0.34,0.37
