player_Misc_stats_id,player_id,team_id,league_id,season_id,player_Misc_perform_2CrdY,player_Misc_perform_CrdR,player_Misc_perform_CrdY,player_Misc_perform_Crs,player_Misc_perform_Fld,player_Misc_perform_Int,player_Misc_perform_Fls,player_Misc_perform_Off,player_Misc_perform_OG,player_Misc_perform_PKcon,player_Misc_perform_PKwon,player_Misc_perform_Recov,player_Misc_perform_TklW,player_Misc_aeriald_won%_new,player_Misc_aeriald_Won,player_Misc_aeriald_Lost
1,2204,L1_STR_20,L1_1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,NaN,0,0
2,4305,PL_CRY_7,PL_1,1,0,0,2,40,3,30,11,3,0,0,0,136,22,0.46,11,13
3,2,PL_BRI_5,PL_1,1,0,0,0,2,16,0,6,8,0,0,1,12,3,0.18,7,31
4,2,PL_BRI_5,PL_1,1,0,0,0,2,16,0,6,8,0,0,1,12,3,0.18,7,31
5,2,PL_BRI_5,PL_1,2,0,0,0,0,6,0,0,0,0,0,0,7,0,0.29,2,5
6,2,PL_BRI_5,PL_1,2,0,0,0,0,6,0,0,0,0,0,0,7,0,0.29,2,5
7,1204,BL_FRA_5,BL_1,1,1,1,5,13,6,17,9,1,0,0,0,76,12,0.63,31,18
8,4472,BL_FRA_5,BL_1,1,0,0,1,1,1,1,5,1,0,0,0,3,0,0.56,9,7
9,4472,BL_FRA_5,BL_1,1,0,0,1,1,1,1,5,1,0,0,0,3,0,0.56,9,7
10,4472,BL_FRA_5,BL_1,2,0,0,0,6,8,0,5,6,0,0,0,7,0,0.64,18,10
11,4472,BL_FRA_5,BL_1,2,0,0,0,6,8,0,5,6,0,0,0,7,0,0.64,18,10
12,367,BL_FRE_6,BL_1,1,0,0,0,0,0,2,4,0,0,0,0,6,1,0.33,1,2
13,5565,L1_REI_17,L1_1,1,0,1,4,0,22,61,37,0,0,1,0,200,37,0.63,92,53
14,5565,L1_REI_17,L1_1,2,0,1,5,4,25,68,39,0,0,1,0,195,27,0.62,62,38
15,5565,L1_REI_17,L1_1,3,0,0,6,5,28,64,49,2,0,0,0,263,50,0.65,93,51
16,4817,BL_HOF_9,BL_1,1,0,0,2,10,8,6,5,3,0,0,0,20,4,0.5,11,11
17,4817,BL_HOF_9,BL_1,2,0,0,0,5,8,1,5,4,0,0,0,24,6,0.18,3,14
18,4726,LL_GET_10,LL_1,1,0,0,1,1,1,0,2,0,0,0,0,1,0,0.25,1,3
19,4817,BL_KÖL_11,BL_1,3,0,0,3,13,6,4,17,4,0,0,0,40,7,0.32,12,25
20,3,PL_WES_19,PL_1,1,0,0,3,207,18,32,13,0,0,0,0,195,13,0.55,35,29
21,3,PL_WES_19,PL_1,1,0,0,3,207,18,32,13,0,0,0,0,195,13,0.55,35,29
22,3,PL_WES_19,PL_1,2,0,0,3,145,10,35,14,2,0,1,0,163,18,0.57,32,24
23,3,PL_WES_19,PL_1,2,0,0,3,145,10,35,14,2,0,1,0,163,18,0.57,32,24
24,3,PL_WES_19,PL_1,3,0,0,3,133,9,27,9,2,0,0,0,120,11,0.51,28,27
25,3,PL_WES_19,PL_1,3,0,0,3,133,9,27,9,2,0,0,0,120,11,0.51,28,27
26,3987,PL_WES_19,PL_1,3,0,0,4,0,8,18,8,2,0,1,0,105,18,0.51,32,31
27,9,BL_MAI_13,BL_1,1,0,0,0,21,0,2,4,0,0,0,0,10,2,0.5,1,1
28,9,BL_MAI_13,BL_1,1,0,0,0,21,0,2,4,0,0,0,0,10,2,0.5,1,1
29,9,BL_MAI_13,BL_1,2,0,0,7,180,18,20,31,0,0,0,0,161,33,0.44,12,15
30,9,BL_MAI_13,BL_1,2,0,0,7,180,18,20,31,0,0,0,0,161,33,0.44,12,15
31,9,BL_MAI_13,BL_1,3,0,0,3,145,12,15,28,2,0,0,0,104,27,0.07,1,13
32,9,BL_MAI_13,BL_1,3,0,0,3,145,12,15,28,2,0,0,0,104,27,0.07,1,13
33,16,BL_MAI_13,BL_1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,NaN,0,0
34,5273,BL_LEI_14,BL_1,1,0,0,3,19,29,29,29,2,0,0,0,169,24,0.62,21,13
35,5273,BL_LEI_14,BL_1,1,0,0,3,19,29,29,29,2,0,0,0,169,24,0.62,21,13
36,5273,BL_LEI_14,BL_1,2,0,0,5,2,15,16,19,0,0,0,0,85,7,0.67,20,10
37,5273,BL_LEI_14,BL_1,2,0,0,5,2,15,16,19,0,0,0,0,85,7,0.67,20,10
38,3744,L1_NAN_13,L1_1,1,0,0,5,40,22,20,31,1,0,0,0,108,19,0.42,13,18
39,1666,BL_BRE_18,BL_1,1,0,0,0,12,26,12,5,1,0,0,0,45,9,0.54,13,11
40,1666,BL_BRE_18,BL_1,1,0,0,0,12,26,12,5,1,0,0,0,45,9,0.54,13,11
41,1666,BL_BRE_18,BL_1,1,0,0,0,12,26,12,5,1,0,0,0,45,9,0.54,13,11
42,1666,BL_BRE_18,BL_1,3,0,0,0,1,3,0,3,0,0,1,0,3,0,0.5,1,1
43,1666,BL_BRE_18,BL_1,3,0,0,0,1,3,0,3,0,0,1,0,3,0,0.5,1,1
44,1666,BL_BRE_18,BL_1,3,0,0,0,1,3,0,3,0,0,1,0,3,0,0.5,1,1
45,3056,L1_LOR_7,L1_1,1,0,0,5,26,37,46,44,0,0,0,1,231,84,0.35,9,17
46,3056,L1_LOR_7,L1_1,2,0,0,9,37,69,55,41,1,0,0,0,264,60,0.61,11,7
47,3056,L1_LOR_7,L1_1,3,1,1,7,6,29,34,28,0,0,0,0,193,52,0.35,8,15
48,4,LL_GRA_11,LL_1,1,0,0,1,0,0,0,0,0,0,0,0,12,1,1,1,0
49,4,LL_GRA_11,LL_1,2,0,1,1,0,1,0,0,0,0,0,0,4,0,NaN,0,0
50,925,L1_SAI_19,L1_1,1,0,0,1,3,7,4,18,7,0,0,0,26,2,0.39,37,59
51,925,L1_SAI_19,L1_1,1,0,0,1,3,7,4,18,7,0,0,0,26,2,0.39,37,59
52,925,L1_SAI_19,L1_1,2,0,0,0,1,0,0,1,0,0,0,0,1,0,NaN,0,0
53,925,L1_SAI_19,L1_1,2,0,0,0,1,0,0,1,0,0,0,0,1,0,NaN,0,0
54,4274,L1_SAI_19,L1_1,1,0,0,1,1,9,27,10,1,0,0,0,97,13,0.79,55,15
55,18,LL_ALA_1,LL_1,1,0,0,0,0,1,1,1,0,0,0,0,2,2,0.5,1,1
56,3538,LL_ALA_1,LL_1,1,0,0,1,32,23,27,23,1,0,0,0,81,18,0.46,19,22
57,3538,LL_ALA_1,LL_1,1,0,0,1,32,23,27,23,1,0,0,0,81,18,0.46,19,22
58,3538,LL_ALA_1,LL_1,2,0,0,4,45,22,25,24,1,0,1,0,79,22,0.53,31,27
59,3538,LL_ALA_1,LL_1,2,0,0,4,45,22,25,24,1,0,1,0,79,22,0.53,31,27
60,5,SA_BOL_3,SA_1,1,0,1,3,7,14,15,11,0,0,0,0,51,8,0.55,6,5
61,5,SA_BOL_3,SA_1,2,0,0,7,52,71,29,39,4,0,0,0,134,29,0.36,17,30
62,19,LL_BAR_4,LL_1,2,0,0,4,15,15,9,17,2,0,0,0,29,9,0.3,3,7
63,19,LL_BAR_4,LL_1,2,0,0,4,15,15,9,17,2,0,0,0,29,9,0.3,3,7
64,4884,LL_BAR_4,LL_1,2,0,0,0,3,2,0,1,1,0,0,0,3,1,0.6,3,2
65,5,PL_BRE_4,PL_1,3,0,0,7,27,35,17,20,1,0,1,0,111,26,0.39,14,22
66,3677,L1_REN_18,L1_1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0
67,3677,L1_REN_18,L1_1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0
68,3677,L1_REN_18,L1_1,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,7
69,3677,L1_REN_18,L1_1,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,7
70,3677,L1_REN_18,L1_1,3,0,0,0,2,5,2,3,1,0,0,1,2,1,0.2,1,4
71,3677,L1_REN_18,L1_1,3,0,0,0,2,5,2,3,1,0,0,1,2,1,0.2,1,4
72,3987,L1_REN_18,L1_1,1,0,0,6,1,29,47,22,2,0,1,0,197,30,0.63,121,71
73,3987,L1_REN_18,L1_1,2,0,1,3,1,16,24,20,1,0,2,1,154,18,0.65,95,51
74,760,LL_CAD_6,LL_1,1,0,0,0,2,0,0,1,0,0,0,0,2,0,NaN,0,0
75,9,LL_CEL_7,LL_1,1,0,0,1,54,15,13,25,3,0,0,0,72,20,0.44,15,19
76,9,LL_CEL_7,LL_1,1,0,0,1,54,15,13,25,3,0,0,0,72,20,0.44,15,19
77,3677,L1_AUX_24,L1_1,3,0,0,1,6,10,1,14,5,0,0,1,13,2,0.29,12,30
78,3677,L1_AUX_24,L1_1,3,0,0,1,6,10,1,14,5,0,0,1,13,2,0.29,12,30
79,6,PL_BUR_21,PL_1,2,0,0,2,40,20,9,19,4,0,1,0,73,17,0.25,7,21
80,19,LL_OSA_14,LL_1,3,1,2,4,76,34,4,27,2,0,0,0,71,19,0.15,3,17
81,19,LL_OSA_14,LL_1,3,1,2,4,76,34,4,27,2,0,0,0,71,19,0.15,3,17
82,7,L1_MET_10,L1_1,1,0,0,4,2,12,0,26,3,0,0,0,21,4,0.41,29,41
83,3465,LL_SEV_17,LL_1,1,0,0,5,119,32,23,45,2,0,2,0,160,42,0.38,20,33
84,3465,LL_SEV_17,LL_1,2,0,0,10,178,48,14,38,0,0,1,0,173,29,0.41,22,32
85,3465,LL_SEV_17,LL_1,3,0,3,10,147,34,23,32,1,0,1,0,141,36,0.62,30,18
86,5081,PL_CHE_6,PL_1,1,0,0,0,6,12,5,22,4,0,0,1,28,5,0.58,38,28
87,5081,SA_ROM_15,SA_1,2,0,0,9,16,49,5,38,17,0,1,1,68,13,0.49,78,80
88,5081,SA_ROM_15,SA_1,3,0,0,2,11,48,3,33,11,0,0,1,46,10,0.52,80,74
89,1865,SA_SPZ_18,SA_1,1,0,0,2,7,12,4,10,1,0,0,0,31,4,0.38,3,5
90,3263,SA_SPZ_18,SA_1,1,0,0,2,1,8,15,17,0,0,0,0,75,10,0.86,12,2
91,2902,SA_SPZ_18,SA_1,1,0,0,4,11,32,10,20,2,0,0,0,60,28,0.32,16,34
92,2902,SA_SPZ_18,SA_1,1,0,0,4,11,32,10,20,2,0,0,0,60,28,0.32,16,34
93,2902,SA_SPZ_18,SA_1,2,0,1,2,22,24,8,36,0,0,0,0,67,26,0.52,15,14
94,2902,SA_SPZ_18,SA_1,2,0,1,2,22,24,8,36,0,0,0,0,67,26,0.52,15,14
95,2902,SA_SPZ_18,SA_1,3,0,0,5,34,35,10,34,2,0,0,0,140,38,0.39,17,27
96,2902,SA_SPZ_18,SA_1,3,0,0,5,34,35,10,34,2,0,0,0,140,38,0.39,17,27
97,10,PL_SHE_23,PL_1,1,0,0,1,0,5,2,1,0,0,1,0,25,1,0.73,8,3
98,10,PL_ARS_1,PL_1,2,0,0,1,0,5,0,0,0,0,0,0,40,1,0.75,6,2
99,1765,SA_LAZ_11,SA_1,1,1,1,9,32,24,76,31,2,0,0,0,227,32,0.71,62,25
100,1765,SA_LAZ_11,SA_1,2,0,1,2,3,16,34,18,4,0,0,1,162,12,0.62,69,43
101,1765,SA_INT_9,SA_1,3,0,0,4,22,13,41,17,2,0,0,0,151,19,0.65,78,42
102,11,SA_JUV_10,SA_1,1,0,0,2,22,18,7,19,3,0,0,1,56,14,0.38,8,13
103,11,SA_JUV_10,SA_1,1,0,0,2,22,18,7,19,3,0,0,1,56,14,0.38,8,13
104,11,SA_JUV_10,SA_1,2,0,0,0,0,1,1,2,0,0,0,0,4,0,NaN,0,0
105,11,SA_JUV_10,SA_1,2,0,0,0,0,1,1,2,0,0,0,0,4,0,NaN,0,0
106,5475,SA_MIL_12,SA_1,3,0,0,1,6,1,1,4,1,0,0,0,8,3,0.25,1,3
107,5475,SA_MIL_12,SA_1,3,0,0,1,6,1,1,4,1,0,0,0,8,3,0.25,1,3
108,394,SA_PAM_14,SA_1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
109,23,SA_SAP_16,SA_1,2,0,0,3,15,34,7,21,1,0,0,0,39,18,0.5,26,26
110,937,PL_SOU_17,PL_1,1,0,0,1,6,55,4,30,19,0,0,0,84,16,0.28,53,133
111,937,PL_SOU_17,PL_1,2,0,0,0,8,40,8,29,7,0,0,0,70,6,0.4,61,91
112,937,PL_SOU_17,PL_1,3,0,0,1,12,27,4,38,14,0,0,0,53,13,0.37,61,103
113,13,PL_MUN_14,PL_1,1,0,0,3,60,14,62,31,1,0,0,0,182,54,0.51,38,37
114,13,PL_MUN_14,PL_1,2,0,0,2,35,13,34,15,1,0,1,0,126,36,0.37,19,32
115,5273,PL_LEE_24,PL_1,3,1,1,6,2,21,35,37,1,0,0,0,199,46,0.62,25,15
116,5273,PL_LEE_24,PL_1,3,1,1,6,2,21,35,37,1,0,0,0,199,46,0.62,25,15
117,5475,L1_BOR_2,L1_1,1,0,0,6,53,37,39,39,0,0,0,0,172,37,0.5,27,27
118,5475,L1_BOR_2,L1_1,1,0,0,6,53,37,39,39,0,0,0,0,172,37,0.5,27,27
119,5475,L1_BOR_2,L1_1,2,0,0,5,114,27,37,21,4,0,0,0,150,27,0.39,12,19
120,5475,L1_BOR_2,L1_1,2,0,0,5,114,27,37,21,4,0,0,0,150,27,0.39,12,19
121,22,L1_BOR_2,L1_1,2,0,0,0,0,1,12,3,0,0,0,0,31,5,0.7,14,6
122,3263,L1_BRE_3,L1_1,2,0,0,6,5,14,52,31,0,0,1,0,148,31,0.47,26,29
123,5261,PL_FUL_9,PL_1,1,0,0,1,2,6,42,16,2,1,1,0,143,19,0.68,82,38
124,5261,PL_FUL_9,PL_1,3,0,0,4,2,5,26,17,3,0,0,0,110,13,0.69,59,26
125,4684,L1_MON_11,L1_1,1,0,0,6,118,36,47,39,1,0,0,1,139,37,0.55,46,38
126,4684,L1_MON_11,L1_1,1,0,0,6,118,36,47,39,1,0,0,1,139,37,0.55,46,38
127,4684,L1_MON_11,L1_1,2,0,0,4,64,29,44,32,1,1,0,0,157,53,0.45,33,40
128,4684,L1_MON_11,L1_1,2,0,0,4,64,29,44,32,1,1,0,0,157,53,0.45,33,40
129,4684,L1_MON_11,L1_1,3,0,0,3,39,14,18,15,1,0,0,0,80,9,0.46,12,14
130,4684,L1_MON_11,L1_1,3,0,0,3,39,14,18,15,1,0,0,0,80,9,0.46,12,14
131,92,PL_LIV_12,PL_1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0
132,3263,L1_TRO_22,L1_1,3,0,0,5,9,8,27,30,1,0,0,0,84,25,0.63,31,18
133,4884,PL_MCI_13,PL_1,1,0,0,0,1,7,2,2,1,0,0,0,12,1,0.33,2,4
134,3961,BL_STU_16,BL_1,1,0,1,2,0,9,1,6,0,0,1,0,16,1,0,0,1
135,3961,BL_STU_16,BL_1,1,0,1,2,0,9,1,6,0,0,1,0,16,1,0,0,1
136,3961,BL_STU_16,BL_1,1,0,1,2,0,9,1,6,0,0,1,0,16,1,0,0,1
137,3961,BL_STU_16,BL_1,2,0,0,0,0,1,0,2,0,0,0,0,4,0,0.25,1,3
138,3961,BL_STU_16,BL_1,2,0,0,0,0,1,0,2,0,0,0,0,4,0,0.25,1,3
139,3961,BL_STU_16,BL_1,2,0,0,0,0,1,0,2,0,0,0,0,4,0,0.25,1,3
140,3961,PL_CRY_7,PL_1,3,0,0,1,2,0,0,2,2,0,0,0,8,2,0,0,1
141,3961,PL_CRY_7,PL_1,3,0,0,1,2,0,0,2,2,0,0,0,8,2,0,0,1
142,3961,PL_CRY_7,PL_1,3,0,0,1,2,0,0,2,2,0,0,0,8,2,0,0,1
143,3961,BL_STU_16,BL_1,3,1,1,4,6,17,8,16,1,0,1,0,88,11,0.3,7,16
144,3961,BL_STU_16,BL_1,3,1,1,4,6,17,8,16,1,0,1,0,88,11,0.3,7,16
145,3961,BL_STU_16,BL_1,3,1,1,4,6,17,8,16,1,0,1,0,88,11,0.3,7,16
146,26,LL_MAL_22,LL_1,2,0,0,3,2,15,1,8,2,0,0,0,21,2,0.51,31,30
147,26,LL_MAL_22,LL_1,2,0,0,3,2,15,1,8,2,0,0,0,21,2,0.51,31,30
148,3651,L1_NÎM_15,L1_1,1,0,0,0,6,15,2,17,1,0,1,0,57,20,0.38,8,13
149,2414,L1_STR_20,L1_1,1,0,0,9,8,32,53,50,0,0,0,0,165,25,0.57,40,30
150,2414,L1_MON_11,L1_1,1,0,0,0,0,1,1,0,0,0,0,0,2,0,1,1,0
151,2414,L1_STR_20,L1_1,2,0,0,2,6,20,19,21,0,0,0,0,77,9,0.74,14,5
152,2414,L1_STR_20,L1_1,3,0,1,4,5,23,24,39,1,0,0,0,91,20,0.59,26,18
153,27,L1_PSG_16,L1_1,1,1,2,3,12,9,25,17,1,0,1,0,96,11,0.64,23,13
154,27,L1_PSG_16,L1_1,1,1,2,3,12,9,25,17,1,0,1,0,96,11,0.64,23,13
155,27,L1_PSG_16,L1_1,2,0,0,1,18,3,10,12,0,0,0,0,45,14,0.7,14,6
156,27,L1_PSG_16,L1_1,2,0,0,1,18,3,10,12,0,0,0,0,45,14,0.7,14,6
157,27,BL_LEI_14,BL_1,3,0,0,2,1,2,8,3,1,0,1,0,40,5,0.52,12,11
158,27,BL_LEI_14,BL_1,3,0,0,2,1,2,8,3,1,0,1,0,40,5,0.52,12,11
159,2697,LL_CEL_7,LL_1,1,0,0,3,1,13,25,13,1,0,0,0,89,17,0.51,42,40
160,2697,LL_CEL_7,LL_1,2,0,0,1,3,18,38,10,1,1,0,0,164,26,0.57,62,47
161,2697,LL_CEL_7,LL_1,3,1,1,6,2,18,31,18,0,0,1,0,214,36,0.5,63,63
162,28,SA_SAS_17,SA_1,2,0,0,2,7,2,4,13,0,0,0,0,38,4,0.4,6,9
163,28,SA_SAS_17,SA_1,2,0,0,2,7,2,4,13,0,0,0,0,38,4,0.4,6,9
164,28,SA_SAS_17,SA_1,3,0,0,2,11,3,2,13,1,0,0,0,38,6,0.64,9,5
165,28,SA_SAS_17,SA_1,3,0,0,2,11,3,2,13,1,0,0,0,38,6,0.64,9,5
166,4150,PL_FUL_9,PL_1,1,0,0,3,52,25,45,32,2,0,0,0,147,20,0.46,31,36
167,4150,SA_TOR_19,SA_1,2,0,0,4,34,28,28,18,1,0,0,0,101,19,0.4,17,25
168,4150,SA_TOR_19,SA_1,3,0,0,5,35,16,11,16,1,0,1,0,62,13,0.55,12,10
169,4515,PL_WOL_20,PL_1,1,0,0,1,61,19,15,15,1,0,1,0,86,16,0.18,5,23
170,4515,PL_WOL_20,PL_1,1,0,0,1,61,19,15,15,1,0,1,0,86,16,0.18,5,23
171,4515,L1_ANG_1,L1_1,1,0,0,0,4,3,4,2,0,0,0,0,8,2,0.25,1,3
172,4515,L1_ANG_1,L1_1,1,0,0,0,4,3,4,2,0,0,0,0,8,2,0.25,1,3
173,4515,PL_WOL_20,PL_1,2,0,0,4,96,20,22,14,3,0,0,1,128,36,0.57,17,13
174,4515,PL_WOL_20,PL_1,2,0,0,4,96,20,22,14,3,0,0,1,128,36,0.57,17,13
175,4515,PL_WOL_20,PL_1,3,0,0,4,21,11,9,15,3,1,1,0,61,20,0.45,14,17
176,4515,PL_WOL_20,PL_1,3,0,0,4,21,11,9,15,3,1,1,0,61,20,0.45,14,17
177,29,L1_NAN_13,L1_1,1,0,0,2,39,41,7,8,0,0,0,0,71,3,0.29,4,10
178,29,L1_NAN_13,L1_1,3,0,1,0,3,2,0,3,1,0,0,0,5,0,1,2,0
179,4861,PL_WES_27,PL_1,1,0,1,3,7,4,42,28,1,0,2,0,161,14,0.58,74,54
180,3265,L1_STR_20,L1_1,1,0,0,5,27,46,11,38,12,0,0,2,67,18,0.56,166,133
181,3265,L1_STR_20,L1_1,1,0,0,5,27,46,11,38,12,0,0,2,67,18,0.56,166,133
182,3265,L1_STR_20,L1_1,2,0,1,5,17,36,8,40,14,1,0,2,86,25,0.55,127,102
183,3265,L1_STR_20,L1_1,2,0,1,5,17,36,8,40,14,1,0,2,86,25,0.55,127,102
184,3265,L1_STR_20,L1_1,3,0,0,1,0,8,2,14,1,0,0,0,21,4,0.6,50,33
185,3265,L1_STR_20,L1_1,3,0,0,1,0,8,2,14,1,0,0,0,21,4,0.6,50,33
186,3265,BL_MAI_13,BL_1,3,0,0,5,4,19,1,23,5,0,0,0,50,5,0.52,91,85
187,3265,BL_MAI_13,BL_1,3,0,0,5,4,19,1,23,5,0,0,0,50,5,0.52,91,85
188,32,LL_GET_10,LL_1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1
189,3391,BL_BVB_4,BL_1,1,0,0,4,2,18,49,22,0,0,1,1,148,22,0.61,46,30
190,3391,BL_BVB_4,BL_1,1,0,0,4,2,18,49,22,0,0,1,1,148,22,0.61,46,30
191,3391,BL_BVB_4,BL_1,2,0,0,3,3,24,35,19,1,1,0,0,164,23,0.59,51,35
192,3391,BL_BVB_4,BL_1,2,0,0,3,3,24,35,19,1,1,0,0,164,23,0.59,51,35
193,3391,PL_MCI_13,PL_1,3,0,0,2,6,12,16,24,0,0,0,0,136,25,0.4,23,34
194,3391,PL_MCI_13,PL_1,3,0,0,2,6,12,16,24,0,0,0,0,136,25,0.4,23,34
195,33,L1_SAI_19,L1_1,2,0,0,0,0,5,12,7,0,0,0,0,25,9,0.5,4,4
196,868,LL_CAD_6,LL_1,1,1,1,3,18,4,19,10,0,0,0,0,49,14,0.82,14,3
197,868,LL_CAD_6,LL_1,2,0,0,4,45,25,51,23,2,0,1,0,112,31,0.54,37,32
198,34,L1_ANG_1,L1_1,1,0,0,2,48,6,19,14,0,0,1,0,82,17,0.53,10,9
199,34,L1_ANG_1,L1_1,1,0,0,2,48,6,19,14,0,0,1,0,82,17,0.53,10,9
200,34,L1_ANG_1,L1_1,2,0,0,1,10,6,9,5,0,1,0,0,19,5,0.55,6,5
201,34,L1_ANG_1,L1_1,2,0,0,1,10,6,9,5,0,1,0,0,19,5,0.55,6,5
202,34,L1_ANG_1,L1_1,3,0,0,2,19,13,18,10,4,0,0,0,68,12,0.55,17,14
203,34,L1_ANG_1,L1_1,3,0,0,2,19,13,18,10,4,0,0,0,68,12,0.55,17,14
204,3525,L1_MAR_9,L1_1,1,0,0,0,2,5,0,6,0,0,0,0,7,3,0.4,4,6
205,3525,L1_MAR_9,L1_1,1,0,0,0,2,5,0,6,0,0,0,0,7,3,0.4,4,6
206,3525,SA_JUV_10,SA_1,2,0,0,1,1,2,1,6,0,0,0,0,3,0,1,1,0
207,3525,SA_JUV_10,SA_1,2,0,0,1,1,2,1,6,0,0,0,0,3,0,1,1,0
208,3966,PL_MCI_13,PL_1,1,0,0,4,1,4,9,8,0,0,1,0,30,5,0.59,24,17
209,3966,PL_MCI_13,PL_1,2,0,0,0,1,2,8,9,0,0,0,0,43,9,0.76,37,12
210,3966,PL_MCI_13,PL_1,3,0,0,2,15,14,20,12,1,0,0,0,96,12,0.61,36,23
211,35,PL_EVE_8,PL_1,1,0,0,6,9,12,39,23,0,0,0,0,186,32,0.67,38,19
212,35,PL_EVE_8,PL_1,1,0,0,6,9,12,39,23,0,0,0,0,186,32,0.67,38,19
213,35,PL_EVE_8,PL_1,2,0,0,6,11,16,28,39,1,0,0,0,213,43,0.49,35,37
214,35,PL_EVE_8,PL_1,2,0,0,6,11,16,28,39,1,0,0,0,213,43,0.49,35,37
215,35,PL_EVE_8,PL_1,3,0,1,6,8,4,13,21,8,0,1,0,100,20,0.3,13,30
216,35,PL_EVE_8,PL_1,3,0,1,6,8,4,13,21,8,0,1,0,100,20,0.3,13,30
217,4317,LL_BET_5,LL_1,1,1,1,5,2,2,6,11,0,0,0,0,29,8,0.56,10,8
218,4317,LL_BET_5,LL_1,1,1,1,5,2,2,6,11,0,0,0,0,29,8,0.56,10,8
219,4317,LL_BET_5,LL_1,2,0,1,2,1,2,11,13,0,0,0,0,42,9,0.75,6,2
220,4317,LL_BET_5,LL_1,2,0,1,2,1,2,11,13,0,0,0,0,42,9,0.75,6,2
221,4317,LL_BET_5,LL_1,3,0,0,3,0,4,12,7,0,0,0,0,27,9,0.46,6,7
222,4317,LL_BET_5,LL_1,3,0,0,3,0,4,12,7,0,0,0,0,27,9,0.46,6,7
223,2413,SA_LAZ_11,SA_1,1,0,0,9,4,12,18,31,0,0,0,0,70,25,0.5,9,9
224,2413,SA_LAZ_11,SA_1,1,0,0,9,4,12,18,31,0,0,0,0,70,25,0.5,9,9
225,2413,SA_LAZ_11,SA_1,2,0,0,1,0,8,2,13,0,0,1,0,13,10,0.5,4,4
226,2413,SA_LAZ_11,SA_1,2,0,0,1,0,8,2,13,0,0,1,0,13,10,0.5,4,4
227,2413,SA_EMP_21,SA_1,3,1,2,9,11,18,13,31,0,0,0,0,76,37,0.47,16,18
228,2413,SA_EMP_21,SA_1,3,1,2,9,11,18,13,31,0,0,0,0,76,37,0.47,16,18
229,2903,BL_HOF_9,BL_1,1,0,0,1,8,16,13,15,0,0,0,0,69,12,0.43,21,28
230,2903,BL_HOF_9,BL_1,1,0,0,1,8,16,13,15,0,0,0,0,69,12,0.43,21,28
231,2903,BL_HOF_9,BL_1,2,0,0,5,31,23,20,25,4,0,1,0,100,19,0.46,17,20
232,2903,BL_HOF_9,BL_1,2,0,0,5,31,23,20,25,4,0,1,0,100,19,0.46,17,20
233,2903,BL_HOF_9,BL_1,3,0,0,11,8,19,24,33,0,0,0,0,131,44,0.56,57,45
234,2903,BL_HOF_9,BL_1,3,0,0,11,8,19,24,33,0,0,0,0,131,44,0.56,57,45
235,1206,BL_BAY_3,BL_1,1,0,0,4,37,10,43,19,0,0,0,0,189,21,0.51,19,18
236,1206,BL_BAY_3,BL_1,1,0,0,4,37,10,43,19,0,0,0,0,189,21,0.51,19,18
237,1206,LL_RMA_15,LL_1,2,0,0,2,40,6,22,16,2,0,0,0,141,13,0.39,14,22
238,1206,LL_RMA_15,LL_1,2,0,0,2,40,6,22,16,2,0,0,0,141,13,0.39,14,22
239,1206,LL_RMA_15,LL_1,3,0,0,3,26,3,14,9,0,0,1,0,94,11,0.58,11,8
240,1206,LL_RMA_15,LL_1,3,0,0,3,26,3,14,9,0,0,1,0,94,11,0.58,11,8
241,38,L1_SAI_19,L1_1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.33,1,2
242,4978,L1_NÎM_15,L1_1,1,0,0,4,19,26,21,25,1,0,1,1,106,33,0.35,7,13
243,4978,L1_NÎM_15,L1_1,1,0,0,4,19,26,21,25,1,0,1,1,106,33,0.35,7,13
244,4978,L1_MET_10,L1_1,2,0,0,1,2,7,1,5,0,0,0,0,6,4,0,0,1
245,4978,L1_MET_10,L1_1,2,0,0,1,2,7,1,5,0,0,0,0,6,4,0,0,1
246,39,L1_NAN_13,L1_1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,NaN,0,0
247,39,L1_NAN_13,L1_1,2,0,0,1,1,0,1,5,0,0,1,0,7,4,0.5,2,2
248,2626,LL_ELC_9,LL_1,1,0,0,0,0,2,1,0,0,0,0,0,7,1,0,0,1
249,40,L1_NAN_13,L1_1,1,0,0,2,9,30,22,20,0,0,2,0,106,12,0.6,33,22
250,40,SA_GEO_7,SA_1,2,0,0,1,3,9,4,3,0,0,0,0,27,4,0.56,5,4
251,3230,BL_LEV_12,BL_1,1,0,0,2,0,17,2,17,11,0,0,0,29,2,0.36,38,69
252,3230,BL_LEV_12,BL_1,1,0,0,2,0,17,2,17,11,0,0,0,29,2,0.36,38,69
253,3230,BL_LEV_12,BL_1,2,0,0,2,1,8,1,8,7,0,0,1,13,5,0.45,19,23
